date,price
2018-06-01 01:38,1.32661
2018-06-01 01:39,1.3265775
2018-06-01 01:40,1.3265375
2018-06-01 01:41,1.3265775
2018-06-01 01:42,1.3266775
2018-06-01 01:43,1.3266575
2018-06-01 01:44,1.32668
2018-06-01 01:45,1.3267125
2018-06-01 01:46,1.3267725
2018-06-01 01:47,1.32686
2018-06-01 01:48,1.326895
2018-06-01 01:49,1.3269675
2018-06-01 01:50,1.32696
2018-06-01 01:51,1.32698
2018-06-01 01:52,1.32694
2018-06-01 01:53,1.32693
2018-06-01 01:54,1.326985
2018-06-01 01:55,1.3270075
2018-06-01 01:56,1.3271
2018-06-01 01:57,1.3272125
2018-06-01 01:58,1.327255
2018-06-01 01:59,1.327285
2018-06-01 02:00,1.3271675
2018-06-01 02:01,1.3270525
2018-06-01 02:02,1.3272525
2018-06-01 02:03,1.3273225
2018-06-01 02:04,1.3271425
2018-06-01 02:05,1.327015
2018-06-01 02:06,1.3268675
2018-06-01 02:07,1.326855
2018-06-01 02:08,1.326815
2018-06-01 02:09,1.32667
2018-06-01 02:10,1.3266825
2018-06-01 02:11,1.3266975
2018-06-01 02:12,1.3267625
2018-06-01 02:13,1.3268825
2018-06-01 02:14,1.32695
2018-06-01 02:15,1.32673
2018-06-01 02:16,1.3267625
2018-06-01 02:17,1.32679
2018-06-01 02:18,1.3267575
2018-06-01 02:19,1.32694
2018-06-01 02:20,1.327045
2018-06-01 02:21,1.32707
2018-06-01 02:22,1.3269575
2018-06-01 02:23,1.3268725
2018-06-01 02:24,1.326935
2018-06-01 02:25,1.32704
2018-06-01 02:26,1.327365
2018-06-01 02:27,1.3277025
2018-06-01 02:28,1.3278525
2018-06-01 02:29,1.3279
2018-06-01 02:30,1.32802
2018-06-01 02:31,1.32799
2018-06-01 02:32,1.3278725
2018-06-01 02:33,1.32772
2018-06-01 02:34,1.3276125
2018-06-01 02:35,1.327655
2018-06-01 02:36,1.32758
2018-06-01 02:37,1.3275025
2018-06-01 02:38,1.32762
2018-06-01 02:39,1.3278575
2018-06-01 02:40,1.32787
2018-06-01 02:41,1.3277125
2018-06-01 02:42,1.3276975
2018-06-01 02:43,1.327825
2018-06-01 02:44,1.32806
2018-06-01 02:45,1.3280275
2018-06-01 02:46,1.3279975
2018-06-01 02:47,1.3279875
2018-06-01 02:48,1.32791
2018-06-01 02:49,1.327795
2018-06-01 02:50,1.32786
2018-06-01 02:51,1.3280425
2018-06-01 02:52,1.32787
2018-06-01 02:53,1.32775
2018-06-01 02:54,1.32773
2018-06-01 02:55,1.327815
2018-06-01 02:56,1.3277125
2018-06-01 02:57,1.32754
2018-06-01 02:58,1.32771
2018-06-01 02:59,1.3276875
2018-06-01 03:00,1.328055
2018-06-01 03:01,1.3283825
2018-06-01 03:02,1.3285
2018-06-01 03:03,1.3284325
2018-06-01 03:04,1.3282275
2018-06-01 03:05,1.32796
2018-06-01 03:06,1.3278825
2018-06-01 03:07,1.3278725
2018-06-01 03:08,1.32774
2018-06-01 03:09,1.3278425
2018-06-01 03:10,1.3278725
2018-06-01 03:11,1.3274925
2018-06-01 03:12,1.3272175
2018-06-01 03:13,1.327195
2018-06-01 03:14,1.327
2018-06-01 03:15,1.327085
2018-06-01 03:16,1.32725
2018-06-01 03:17,1.3273925
2018-06-01 03:18,1.3275225
2018-06-01 03:19,1.32756
2018-06-01 03:20,1.3278025
2018-06-01 03:21,1.3280225
2018-06-01 03:22,1.3279925
2018-06-01 03:23,1.3280775
2018-06-01 03:24,1.32804
2018-06-01 03:25,1.328005
2018-06-01 03:26,1.3280525
2018-06-01 03:27,1.328275
2018-06-01 03:28,1.3284775
2018-06-01 03:29,1.3285375
2018-06-01 03:30,1.32873
2018-06-01 03:31,1.3291875
2018-06-01 03:32,1.32931
2018-06-01 03:33,1.3292125
2018-06-01 03:34,1.3292125
2018-06-01 03:35,1.329115
2018-06-01 03:36,1.3289975
2018-06-01 03:37,1.329185
2018-06-01 03:38,1.329305
2018-06-01 03:39,1.329135
2018-06-01 03:40,1.329075
2018-06-01 03:41,1.3289525
2018-06-01 03:42,1.328715
2018-06-01 03:43,1.32862
2018-06-01 03:44,1.32865
2018-06-01 03:45,1.3287075
2018-06-01 03:46,1.328865
2018-06-01 03:47,1.329075
2018-06-01 03:48,1.329065
2018-06-01 03:49,1.328885
2018-06-01 03:50,1.3288025
2018-06-01 03:51,1.32873
2018-06-01 03:52,1.3285375
2018-06-01 03:53,1.32827
2018-06-01 03:54,1.3281925
2018-06-01 03:55,1.3281575
2018-06-01 03:56,1.3282125
2018-06-01 03:57,1.328375
2018-06-01 03:58,1.3283925
2018-06-01 03:59,1.32856
2018-06-01 04:00,1.328715
2018-06-01 04:01,1.3288875
2018-06-01 04:02,1.3288575
2018-06-01 04:03,1.3289475
2018-06-01 04:04,1.329045
2018-06-01 04:05,1.328925
2018-06-01 04:06,1.3287575
2018-06-01 04:07,1.328535
2018-06-01 04:08,1.328625
2018-06-01 04:09,1.328755
2018-06-01 04:10,1.328685
2018-06-01 04:11,1.32886
2018-06-01 04:12,1.32893
2018-06-01 04:13,1.3288575
2018-06-01 04:14,1.32869
2018-06-01 04:15,1.3286425
2018-06-01 04:16,1.3286575
2018-06-01 04:17,1.3285225
2018-06-01 04:18,1.328245
2018-06-01 04:19,1.3282425
2018-06-01 04:20,1.3284625
2018-06-01 04:21,1.32867
2018-06-01 04:22,1.3288325
2018-06-01 04:23,1.32881
2018-06-01 04:24,1.328695
2018-06-01 04:25,1.32849
2018-06-01 04:26,1.3283575
2018-06-01 04:27,1.328325
2018-06-01 04:28,1.3283125
2018-06-01 04:29,1.32802
2018-06-01 04:30,1.32884
2018-06-01 04:31,1.329015
2018-06-01 04:32,1.3287375
2018-06-01 04:33,1.328465
2018-06-01 04:34,1.328415
2018-06-01 04:35,1.328635
2018-06-01 04:36,1.328545
2018-06-01 04:37,1.3282225
2018-06-01 04:38,1.328045
2018-06-01 04:39,1.32826
2018-06-01 04:40,1.3286125
2018-06-01 04:41,1.32871
2018-06-01 04:42,1.328525
2018-06-01 04:43,1.3283375
2018-06-01 04:44,1.32819
2018-06-01 04:45,1.328315
2018-06-01 04:46,1.328535
2018-06-01 04:47,1.3288675
2018-06-01 04:48,1.329115
2018-06-01 04:49,1.329
2018-06-01 04:50,1.32885
2018-06-01 04:51,1.3288575
2018-06-01 04:52,1.328995
2018-06-01 04:53,1.3291025
2018-06-01 04:54,1.3289175
2018-06-01 04:55,1.3290625
2018-06-01 04:56,1.329245
2018-06-01 04:57,1.3293175
2018-06-01 04:58,1.329255
2018-06-01 04:59,1.3293475
2018-06-01 05:00,1.3293175
2018-06-01 05:01,1.32915
2018-06-01 05:02,1.32939
2018-06-01 05:03,1.3297875
2018-06-01 05:04,1.32975
2018-06-01 05:05,1.3294825
2018-06-01 05:06,1.3294725
2018-06-01 05:07,1.3295125
2018-06-01 05:08,1.3295125
2018-06-01 05:09,1.3293525
2018-06-01 05:10,1.3291675
2018-06-01 05:11,1.32921
2018-06-01 05:12,1.329205
2018-06-01 05:13,1.329275
2018-06-01 05:14,1.3294275
2018-06-01 05:15,1.32941
2018-06-01 05:16,1.329355
2018-06-01 05:17,1.32938
2018-06-01 05:18,1.329405
2018-06-01 05:19,1.3293325
2018-06-01 05:20,1.329305
2018-06-01 05:21,1.329305
2018-06-01 05:22,1.32925
2018-06-01 05:23,1.329235
2018-06-01 05:24,1.32927
2018-06-01 05:25,1.3294825
2018-06-01 05:26,1.32955
2018-06-01 05:27,1.3295975
2018-06-01 05:28,1.3297775
2018-06-01 05:29,1.3298075
2018-06-01 05:30,1.3299475
2018-06-01 05:31,1.3300125
2018-06-01 05:32,1.329965
2018-06-01 05:33,1.32982
2018-06-01 05:34,1.3298175
2018-06-01 05:35,1.32986
2018-06-01 05:36,1.329855
2018-06-01 05:37,1.329685
2018-06-01 05:38,1.3296775
2018-06-01 05:39,1.32974
2018-06-01 05:40,1.3299
2018-06-01 05:41,1.32991
2018-06-01 05:42,1.3298425
2018-06-01 05:43,1.3300175
2018-06-01 05:44,1.330295
2018-06-01 05:45,1.330605
2018-06-01 05:46,1.330715
2018-06-01 05:47,1.3307
2018-06-01 05:48,1.330685
2018-06-01 05:49,1.3306125
2018-06-01 05:50,1.3303675
2018-06-01 05:51,1.3299975
2018-06-01 05:52,1.32966
2018-06-01 05:53,1.3295925
2018-06-01 05:54,1.3297
2018-06-01 05:55,1.3296975
2018-06-01 05:56,1.329685
2018-06-01 05:57,1.329785
2018-06-01 05:58,1.3299225
2018-06-01 05:59,1.3301475
2018-06-01 06:00,1.330745
2018-06-01 06:01,1.3312425
2018-06-01 06:02,1.3312475
2018-06-01 06:03,1.3314125
2018-06-01 06:04,1.3312425
2018-06-01 06:05,1.331165
2018-06-01 06:06,1.331225
2018-06-01 06:07,1.33101
2018-06-01 06:08,1.330735
2018-06-01 06:09,1.331035
2018-06-01 06:10,1.331365
2018-06-01 06:11,1.3315075
2018-06-01 06:12,1.3314225
2018-06-01 06:13,1.3314825
2018-06-01 06:14,1.3314925
2018-06-01 06:15,1.3313025
2018-06-01 06:16,1.331195
2018-06-01 06:17,1.331205
2018-06-01 06:18,1.3313175
2018-06-01 06:19,1.3314375
2018-06-01 06:20,1.331435
2018-06-01 06:21,1.3315
2018-06-01 06:22,1.33177
2018-06-01 06:23,1.332165
2018-06-01 06:24,1.33227
2018-06-01 06:25,1.3321725
2018-06-01 06:26,1.33225
2018-06-01 06:27,1.33223
2018-06-01 06:28,1.33232
2018-06-01 06:29,1.3322125
2018-06-01 06:30,1.3321375
2018-06-01 06:31,1.3323425
2018-06-01 06:32,1.33248
2018-06-01 06:33,1.3322825
2018-06-01 06:34,1.332205
2018-06-01 06:35,1.33246
2018-06-01 06:36,1.3325925
2018-06-01 06:37,1.3327025
2018-06-01 06:38,1.332755
2018-06-01 06:39,1.3325925
2018-06-01 06:40,1.3324325
2018-06-01 06:41,1.3323975
2018-06-01 06:42,1.3323
2018-06-01 06:43,1.33241
2018-06-01 06:44,1.33252
2018-06-01 06:45,1.3326075
2018-06-01 06:46,1.3324625
2018-06-01 06:47,1.332355
2018-06-01 06:48,1.3321725
2018-06-01 06:49,1.3319425
2018-06-01 06:50,1.3317725
2018-06-01 06:51,1.331675
2018-06-01 06:52,1.33153
2018-06-01 06:53,1.3313925
2018-06-01 06:54,1.331825
2018-06-01 06:55,1.3322775
2018-06-01 06:56,1.33236
2018-06-01 06:57,1.332315
2018-06-01 06:58,1.332285
2018-06-01 06:59,1.3323175
2018-06-01 07:00,1.332315
2018-06-01 07:01,1.3323325
2018-06-01 07:02,1.3322275
2018-06-01 07:03,1.33218
2018-06-01 07:04,1.332185
2018-06-01 07:05,1.3321825
2018-06-01 07:06,1.33231
2018-06-01 07:07,1.3323375
2018-06-01 07:08,1.3322775
2018-06-01 07:09,1.332305
2018-06-01 07:10,1.332215
2018-06-01 07:11,1.33213
2018-06-01 07:12,1.332195
2018-06-01 07:13,1.33209
2018-06-01 07:14,1.3321675
2018-06-01 07:15,1.332305
2018-06-01 07:16,1.3325075
2018-06-01 07:17,1.3327025
2018-06-01 07:18,1.332745
2018-06-01 07:19,1.33258
2018-06-01 07:20,1.3323825
2018-06-01 07:21,1.332375
2018-06-01 07:22,1.33236
2018-06-01 07:23,1.3324625
2018-06-01 07:24,1.3326175
2018-06-01 07:25,1.33251
2018-06-01 07:26,1.3322425
2018-06-01 07:27,1.3321325
2018-06-01 07:28,1.3322075
2018-06-01 07:29,1.3321925
2018-06-01 07:30,1.332025
2018-06-01 07:31,1.331835
2018-06-01 07:32,1.3318425
2018-06-01 07:33,1.331835
2018-06-01 07:34,1.331845
2018-06-01 07:35,1.3320775
2018-06-01 07:36,1.3323575
2018-06-01 07:37,1.3325475
2018-06-01 07:38,1.3326875
2018-06-01 07:39,1.33277
2018-06-01 07:40,1.3326175
2018-06-01 07:41,1.3323325
2018-06-01 07:42,1.3321
2018-06-01 07:43,1.332065
2018-06-01 07:44,1.332535
2018-06-01 07:45,1.333075
2018-06-01 07:46,1.33312
2018-06-01 07:47,1.332895
2018-06-01 07:48,1.3328175
2018-06-01 07:49,1.3328525
2018-06-01 07:50,1.3325775
2018-06-01 07:51,1.3323425
2018-06-01 07:52,1.3323875
2018-06-01 07:53,1.332335
2018-06-01 07:54,1.332165
2018-06-01 07:55,1.33185
2018-06-01 07:56,1.3316675
2018-06-01 07:57,1.331705
2018-06-01 07:58,1.3318525
2018-06-01 07:59,1.33191
2018-06-01 08:00,1.331915
2018-06-01 08:01,1.3317925
2018-06-01 08:02,1.3317825
2018-06-01 08:03,1.3315725
2018-06-01 08:04,1.33147
2018-06-01 08:05,1.3314325
2018-06-01 08:06,1.33129
2018-06-01 08:07,1.3313675
2018-06-01 08:08,1.33142
2018-06-01 08:09,1.331255
2018-06-01 08:10,1.3311725
2018-06-01 08:11,1.3310825
2018-06-01 08:12,1.330975
2018-06-01 08:13,1.3309325
2018-06-01 08:14,1.33087
2018-06-01 08:15,1.330755
2018-06-01 08:16,1.3306425
2018-06-01 08:17,1.3306325
2018-06-01 08:18,1.3305975
2018-06-01 08:19,1.33046
2018-06-01 08:20,1.330495
2018-06-01 08:21,1.33065
2018-06-01 08:22,1.3307425
2018-06-01 08:23,1.33081
2018-06-01 08:24,1.3307925
2018-06-01 08:25,1.330695
2018-06-01 08:26,1.3307
2018-06-01 08:27,1.330705
2018-06-01 08:28,1.3306875
2018-06-01 08:29,1.3310425
2018-06-01 08:30,1.3299775
2018-06-01 08:31,1.32907
2018-06-01 08:32,1.329655
2018-06-01 08:33,1.3301075
2018-06-01 08:34,1.3304575
2018-06-01 08:35,1.3303425
2018-06-01 08:36,1.33033
2018-06-01 08:37,1.3309675
2018-06-01 08:38,1.33136
2018-06-01 08:39,1.3320225
2018-06-01 08:40,1.332225
2018-06-01 08:41,1.3319675
2018-06-01 08:42,1.3324325
2018-06-01 08:43,1.3331125
2018-06-01 08:44,1.3334275
2018-06-01 08:45,1.33325
2018-06-01 08:46,1.33322
2018-06-01 08:47,1.3331925
2018-06-01 08:48,1.3328475
2018-06-01 08:49,1.332385
2018-06-01 08:50,1.331995
2018-06-01 08:51,1.3321975
2018-06-01 08:52,1.332295
2018-06-01 08:53,1.3323375
2018-06-01 08:54,1.3326175
2018-06-01 08:55,1.3324
2018-06-01 08:56,1.3318825
2018-06-01 08:57,1.331425
2018-06-01 08:58,1.331095
2018-06-01 08:59,1.331225
2018-06-01 09:00,1.33138
2018-06-01 09:01,1.33149
2018-06-01 09:02,1.3318375
2018-06-01 09:03,1.3317275
2018-06-01 09:04,1.331615
2018-06-01 09:05,1.33177
2018-06-01 09:06,1.3316525
2018-06-01 09:07,1.3317525
2018-06-01 09:08,1.3317575
2018-06-01 09:09,1.331785
2018-06-01 09:10,1.3321075
2018-06-01 09:11,1.33226
2018-06-01 09:12,1.3321975
2018-06-01 09:13,1.331935
2018-06-01 09:14,1.3315325
2018-06-01 09:15,1.3314875
2018-06-01 09:16,1.3315775
2018-06-01 09:17,1.3316975
2018-06-01 09:18,1.3315475
2018-06-01 09:19,1.3316425
2018-06-01 09:20,1.331705
2018-06-01 09:21,1.331615
2018-06-01 09:22,1.3315675
2018-06-01 09:23,1.331445
2018-06-01 09:24,1.33107
2018-06-01 09:25,1.3309425
2018-06-01 09:26,1.3311225
2018-06-01 09:27,1.3311
2018-06-01 09:28,1.3311375
2018-06-01 09:29,1.33146
2018-06-01 09:30,1.33154
2018-06-01 09:31,1.3314275
2018-06-01 09:32,1.331535
2018-06-01 09:33,1.3316025
2018-06-01 09:34,1.331795
2018-06-01 09:35,1.33212
2018-06-01 09:36,1.3324125
2018-06-01 09:37,1.3322925
2018-06-01 09:38,1.3323675
2018-06-01 09:39,1.3325575
2018-06-01 09:40,1.3325325
2018-06-01 09:41,1.33243
2018-06-01 09:42,1.332715
2018-06-01 09:43,1.3331175
2018-06-01 09:44,1.3330175
2018-06-01 09:45,1.3330325
2018-06-01 09:46,1.332965
2018-06-01 09:47,1.3331425
2018-06-01 09:48,1.3330725
2018-06-01 09:49,1.3326475
2018-06-01 09:50,1.33255
2018-06-01 09:51,1.3326575
2018-06-01 09:52,1.33291
2018-06-01 09:53,1.33296
2018-06-01 09:54,1.33283
2018-06-01 09:55,1.33281
2018-06-01 09:56,1.3328925
2018-06-01 09:57,1.332755
2018-06-01 09:58,1.332715
2018-06-01 09:59,1.3323
2018-06-01 10:00,1.33222
2018-06-01 10:01,1.3323925
2018-06-01 10:02,1.3326475
2018-06-01 10:03,1.3327275
2018-06-01 10:04,1.33287
2018-06-01 10:05,1.33311
2018-06-01 10:06,1.333055
2018-06-01 10:07,1.3327925
2018-06-01 10:08,1.3325575
2018-06-01 10:09,1.3323275
2018-06-01 10:10,1.3320725
2018-06-01 10:11,1.3320075
2018-06-01 10:12,1.331515
2018-06-01 10:13,1.3313975
2018-06-01 10:14,1.3315325
2018-06-01 10:15,1.3310825
2018-06-01 10:16,1.3310825
2018-06-01 10:17,1.3313725
2018-06-01 10:18,1.331715
2018-06-01 10:19,1.3316325
2018-06-01 10:20,1.3317625
2018-06-01 10:21,1.3320425
2018-06-01 10:22,1.3319425
2018-06-01 10:23,1.3321025
2018-06-01 10:24,1.332375
2018-06-01 10:25,1.3323675
2018-06-01 10:26,1.3326775
2018-06-01 10:27,1.33295
2018-06-01 10:28,1.3327925
2018-06-01 10:29,1.3325325
2018-06-01 10:30,1.3324325
2018-06-01 10:31,1.3323575
2018-06-01 10:32,1.332175
2018-06-01 10:33,1.3319625
2018-06-01 10:34,1.331925
2018-06-01 10:35,1.3320375
2018-06-01 10:36,1.33192
2018-06-01 10:37,1.33203
2018-06-01 10:38,1.33225
2018-06-01 10:39,1.3324175
2018-06-01 10:40,1.33232
2018-06-01 10:41,1.3324625
2018-06-01 10:42,1.33234
2018-06-01 10:43,1.3322075
2018-06-01 10:44,1.3320725
2018-06-01 10:45,1.33217
2018-06-01 10:46,1.33222
2018-06-01 10:47,1.332585
2018-06-01 10:48,1.3329175
2018-06-01 10:49,1.3329675
2018-06-01 10:50,1.3331825
2018-06-01 10:51,1.333485
2018-06-01 10:52,1.33352
2018-06-01 10:53,1.3334375
2018-06-01 10:54,1.33349
2018-06-01 10:55,1.333525
2018-06-01 10:56,1.3335475
2018-06-01 10:57,1.3335575
2018-06-01 10:58,1.33323
2018-06-01 10:59,1.3329725
2018-06-01 11:00,1.3330275
2018-06-01 11:01,1.3328775
2018-06-01 11:02,1.3328575
2018-06-01 11:03,1.3330475
2018-06-01 11:04,1.333125
2018-06-01 11:05,1.333085
2018-06-01 11:06,1.3330775
2018-06-01 11:07,1.3330575
2018-06-01 11:08,1.333165
2018-06-01 11:09,1.3331825
2018-06-01 11:10,1.33332
2018-06-01 11:11,1.3336675
2018-06-01 11:12,1.333915
2018-06-01 11:13,1.334055
2018-06-01 11:14,1.33409
2018-06-01 11:15,1.33417
2018-06-01 11:16,1.3342475
2018-06-01 11:17,1.3342575
2018-06-01 11:18,1.3342725
2018-06-01 11:19,1.334295
2018-06-01 11:20,1.334345
2018-06-01 11:21,1.3343725
2018-06-01 11:22,1.334395
2018-06-01 11:23,1.334495
2018-06-01 11:24,1.3346275
2018-06-01 11:25,1.3349825
2018-06-01 11:26,1.3351375
2018-06-01 11:27,1.3349825
2018-06-01 11:28,1.3349475
2018-06-01 11:29,1.334945
2018-06-01 11:30,1.3349825
2018-06-01 11:31,1.335185
2018-06-01 11:32,1.33549
2018-06-01 11:33,1.3355025
2018-06-01 11:34,1.3354
2018-06-01 11:35,1.3353025
2018-06-01 11:36,1.335165
2018-06-01 11:37,1.3350175
2018-06-01 11:38,1.335195
2018-06-01 11:39,1.3353925
2018-06-01 11:40,1.3355125
2018-06-01 11:41,1.3357275
2018-06-01 11:42,1.3358925
2018-06-01 11:43,1.335805
2018-06-01 11:44,1.3356425
2018-06-01 11:45,1.3354225
2018-06-01 11:46,1.3354975
2018-06-01 11:47,1.335765
2018-06-01 11:48,1.335845
2018-06-01 11:49,1.335775
2018-06-01 11:50,1.3356725
2018-06-01 11:51,1.3356075
2018-06-01 11:52,1.3356675
2018-06-01 11:53,1.3357075
2018-06-01 11:54,1.3357025
2018-06-01 11:55,1.335575
2018-06-01 11:56,1.335485
2018-06-01 11:57,1.335585
2018-06-01 11:58,1.3356125
2018-06-01 11:59,1.335555
2018-06-01 12:00,1.335555
2018-06-01 12:01,1.3355325
2018-06-01 12:02,1.335535
2018-06-01 12:03,1.335525
2018-06-01 12:04,1.335435
2018-06-01 12:05,1.33545
2018-06-01 12:06,1.3354275
2018-06-01 12:07,1.3356475
2018-06-01 12:08,1.3357425
2018-06-01 12:09,1.335745
2018-06-01 12:10,1.3359
2018-06-01 12:11,1.3358675
2018-06-01 12:12,1.3358475
2018-06-01 12:13,1.335845
2018-06-01 12:14,1.3358
2018-06-01 12:15,1.335725
2018-06-01 12:16,1.3357125
2018-06-01 12:17,1.3355925
2018-06-01 12:18,1.3355375
2018-06-01 12:19,1.33565
2018-06-01 12:20,1.3357675
2018-06-01 12:21,1.3357675
2018-06-01 12:22,1.335705
2018-06-01 12:23,1.3355575
2018-06-01 12:24,1.33577
2018-06-01 12:25,1.335905
2018-06-01 12:26,1.33584
2018-06-01 12:27,1.3359525
2018-06-01 12:28,1.336095
2018-06-01 12:29,1.3360775
2018-06-01 12:30,1.335955
2018-06-01 12:31,1.3356275
2018-06-01 12:32,1.3354975
2018-06-01 12:33,1.3356025
2018-06-01 12:34,1.3356025
2018-06-01 12:35,1.335615
2018-06-01 12:36,1.335475
2018-06-01 12:37,1.3353325
2018-06-01 12:38,1.3352725
2018-06-01 12:39,1.33526
2018-06-01 12:40,1.33524
2018-06-01 12:41,1.3352275
2018-06-01 12:42,1.3352825
2018-06-01 12:43,1.33518
2018-06-01 12:44,1.3351025
2018-06-01 12:45,1.33505
2018-06-01 12:46,1.3350025
2018-06-01 12:47,1.33495
2018-06-01 12:48,1.334845
2018-06-01 12:49,1.3346875
2018-06-01 12:50,1.33464
2018-06-01 12:51,1.33464
2018-06-01 12:52,1.334515
2018-06-01 12:53,1.3344725
2018-06-01 12:54,1.3344675
2018-06-01 12:55,1.334535
2018-06-01 12:56,1.33462
2018-06-01 12:57,1.3346975
2018-06-01 12:58,1.33474
2018-06-01 12:59,1.3347575
2018-06-01 13:00,1.3347375
2018-06-01 13:01,1.3347575
2018-06-01 13:02,1.3348825
2018-06-01 13:03,1.33495
2018-06-01 13:04,1.3350425
2018-06-01 13:05,1.3350275
2018-06-01 13:06,1.3350775
2018-06-01 13:07,1.3350975
2018-06-01 13:08,1.3351325
2018-06-01 13:09,1.3350775
2018-06-01 13:10,1.33497
2018-06-01 13:11,1.334975
2018-06-01 13:12,1.3350175
2018-06-01 13:13,1.33492
2018-06-01 13:14,1.3348075
2018-06-01 13:15,1.3348775
2018-06-01 13:16,1.3349125
2018-06-01 13:17,1.3349525
2018-06-01 13:18,1.33494
2018-06-01 13:19,1.334925
2018-06-01 13:20,1.33491
2018-06-01 13:21,1.3348475
2018-06-01 13:22,1.33472
2018-06-01 13:23,1.3345275
2018-06-01 13:24,1.3344525
2018-06-01 13:25,1.334605
2018-06-01 13:26,1.3347275
2018-06-01 13:27,1.3347675
2018-06-01 13:28,1.3347775
2018-06-01 13:29,1.33464
2018-06-01 13:30,1.3344625
2018-06-01 13:31,1.334325
2018-06-01 13:32,1.33428
2018-06-01 13:33,1.3343575
2018-06-01 13:34,1.3344425
2018-06-01 13:35,1.334495
2018-06-01 13:36,1.334535
2018-06-01 13:37,1.334565
2018-06-01 13:38,1.33454
2018-06-01 13:39,1.33455
2018-06-01 13:40,1.334635
2018-06-01 13:41,1.334625
2018-06-01 13:42,1.334615
2018-06-01 13:43,1.334635
2018-06-01 13:44,1.3345775
2018-06-01 13:45,1.334465
2018-06-01 13:46,1.3343325
2018-06-01 13:47,1.3343275
2018-06-01 13:48,1.3345
2018-06-01 13:49,1.3344
2018-06-01 13:50,1.334165
2018-06-01 13:51,1.334125
2018-06-01 13:52,1.3340725
2018-06-01 13:53,1.334015
2018-06-01 13:54,1.333945
2018-06-01 13:55,1.3339625
2018-06-01 13:56,1.333985
2018-06-01 13:57,1.33401
2018-06-01 13:58,1.334065
2018-06-01 13:59,1.3341675
2018-06-01 14:00,1.33422
2018-06-01 14:01,1.334445
2018-06-01 14:02,1.334535
2018-06-01 14:03,1.334445
2018-06-01 14:04,1.334365
2018-06-01 14:05,1.3343775
2018-06-01 14:06,1.33446
2018-06-01 14:07,1.3344575
2018-06-01 14:08,1.334425
2018-06-01 14:09,1.33446
