product_id,date,expiration_date,last,change,prior_settle,open,high,low,volume,last_update
2457,7/6/2020,10/31/2020,,,550,,,,0,7/6/2020 20:14
2457,7/6/2020,11/30/2020,,,552.5,,,,0,7/6/2020 20:14
2457,7/6/2020,12/31/2020,,,554.5,,,,0,7/6/2020 20:14
2457,7/6/2020,1/31/2021,,,554.75,,,,0,7/6/2020 20:14
2457,7/6/2020,2/28/2021,,,554.5,,,,0,7/6/2020 20:14
2457,7/6/2020,3/31/2021,,,553,,,,0,7/6/2020 20:14
2457,7/6/2020,4/30/2021,,,551.25,,,,0,7/6/2020 20:14
2457,7/6/2020,5/31/2021,,,551.75,,,,0,7/6/2020 20:14
2457,7/6/2020,6/30/2021,,,552.25,,,,0,7/6/2020 20:14
2457,7/6/2020,7/31/2021,,,553,,,,0,7/6/2020 20:14
2457,7/6/2020,8/31/2021,,,552.75,,,,0,7/6/2020 20:14
2457,7/6/2020,9/30/2021,,,552.5,,,,0,7/6/2020 20:14
2457,7/6/2020,10/31/2021,,,552.25,,,,0,7/6/2020 20:14
2457,7/6/2020,11/30/2021,,,549.5,,,,0,7/6/2020 20:14
2457,7/6/2020,12/31/2021,,,544.25,,,,0,7/6/2020 20:14
2457,7/6/2020,1/31/2022,,,538.25,,,,0,7/6/2020 18:29
2457,7/6/2020,2/28/2022,,,537.5,,,,0,7/6/2020 18:30
2457,7/6/2020,3/31/2022,,,536.25,,,,0,7/6/2020 18:29
2457,7/6/2020,4/30/2022,,,535.75,,,,0,7/6/2020 18:28
2457,7/6/2020,5/31/2022,,,535.25,,,,0,7/6/2020 18:30
2457,7/6/2020,6/30/2022,,,534.5,,,,0,7/6/2020 18:30
2457,7/6/2020,7/31/2022,,,533.75,,,,0,7/6/2020 18:28
2457,7/6/2020,8/31/2022,,,532.5,,,,0,7/6/2020 18:28
2457,7/6/2020,9/30/2022,,,532,,,,0,7/6/2020 18:29
2457,7/6/2020,10/31/2022,,,531.5,,,,0,7/6/2020 18:29
2457,7/6/2020,11/30/2022,,,530.5,,,,0,7/6/2020 18:28
2457,7/6/2020,12/31/2022,,,529.75,,,,0,7/6/2020 18:28
2457,7/6/2020,1/31/2023,,,529,,,,0,7/6/2020 18:28
2457,7/6/2020,2/28/2023,,,528,,,,0,7/6/2020 18:29
2457,7/6/2020,3/31/2023,,,527.25,,,,0,7/6/2020 18:28
2457,7/6/2020,4/30/2023,,,526.5,,,,0,7/6/2020 18:30
2457,7/6/2020,5/31/2023,,,526,,,,0,7/6/2020 18:28
2457,7/6/2020,6/30/2023,,,525.25,,,,0,7/6/2020 18:29
2457,7/6/2020,7/31/2023,,,524.5,,,,0,7/6/2020 18:29
2457,7/6/2020,8/31/2023,,,523.75,,,,0,7/6/2020 18:29
2457,7/6/2020,9/30/2023,,,539.25,,,,0,7/6/2020 18:29
2457,7/6/2020,10/31/2023,,,547,,,,0,7/6/2020 18:30
2457,7/6/2020,11/30/2023,,,508.25,,,,0,7/6/2020 18:28
2457,7/6/2020,12/31/2023,,,508.75,,,,0,7/6/2020 18:28
2457,7/6/2020,1/31/2024,,,541.25,,,,0,7/6/2020 18:28
2457,7/6/2020,2/29/2024,,,546.5,,,,0,7/6/2020 18:30
2457,7/6/2020,3/31/2024,,,573.75,,,,0,7/6/2020 18:29
2457,7/6/2020,4/30/2024,,,562.5,,,,0,7/6/2020 18:29
2457,7/6/2020,5/31/2024,,,560,,,,0,7/6/2020 18:30
2457,7/6/2020,6/30/2024,,,554.5,,,,0,7/6/2020 18:29
2457,7/6/2020,7/31/2024,,,575.5,,,,0,7/6/2020 18:30
2457,7/6/2020,8/31/2024,,,552.5,,,,0,7/6/2020 18:29
2457,7/6/2020,9/30/2024,,,553.5,,,,0,7/6/2020 18:29
2457,7/6/2020,10/31/2024,,,572.75,,,,0,7/6/2020 18:30
2457,7/6/2020,11/30/2024,,,613.75,,,,0,7/6/2020 18:30
2457,7/6/2020,12/31/2024,,,621.5,,,,0,7/6/2020 18:28
2457,7/6/2020,1/31/2025,,,605.75,,,,0,7/6/2020 18:28
2457,7/6/2020,2/28/2025,,,593.75,,,,0,7/6/2020 18:28
2457,7/6/2020,3/31/2025,,,525.5,,,,0,7/6/2020 18:28
2457,7/6/2020,4/30/2025,,,514.25,,,,0,7/6/2020 18:30
2457,7/6/2020,5/31/2025,,,508.25,,,,0,7/6/2020 18:30
2457,7/6/2020,6/30/2025,,,543.75,,,,0,7/6/2020 18:30
2457,7/7/2020,7/31/2020,,,555.75,,,,0,7/7/2020 20:13
2457,7/7/2020,8/31/2020,,,555.25,,,,0,7/7/2020 20:13
2457,7/7/2020,9/30/2020,,,554.75,,,,0,7/7/2020 20:13
2457,7/7/2020,10/31/2020,,,556,,,,0,7/7/2020 20:13
2457,7/7/2020,11/30/2020,,,557.5,,,,0,7/7/2020 20:13
2457,7/7/2020,12/31/2020,,,559.5,,,,0,7/7/2020 20:13
2457,7/7/2020,1/31/2021,,,560.25,,,,0,7/7/2020 20:13
2457,7/7/2020,2/28/2021,,,560.25,,,,0,7/7/2020 20:13
2457,7/7/2020,3/31/2021,,,560,,,,0,7/7/2020 20:13
2457,7/7/2020,4/30/2021,,,558.75,,,,0,7/7/2020 20:13
2457,7/7/2020,5/31/2021,,,559,,,,0,7/7/2020 20:13
2457,7/7/2020,6/30/2021,,,560.5,,,,0,7/7/2020 20:13
2457,7/7/2020,7/31/2021,,,561.75,,,,0,7/7/2020 20:13
2457,7/7/2020,8/31/2021,,,561.5,,,,0,7/7/2020 20:13
2457,7/7/2020,9/30/2021,,,561.25,,,,0,7/7/2020 20:13
2457,7/7/2020,10/31/2021,,,560.75,,,,0,7/7/2020 20:13
2457,7/7/2020,11/30/2021,,,560.5,,,,0,7/7/2020 20:13
2457,7/7/2020,12/31/2021,,,560.25,,,,0,7/7/2020 20:13
2457,7/7/2020,1/31/2022,,,554.25,,,,0,7/7/2020 18:00
2457,7/7/2020,2/28/2022,,,553.5,,,,0,7/7/2020 18:00
2457,7/7/2020,3/31/2022,,,552.25,,,,0,7/7/2020 17:59
2457,7/7/2020,4/30/2022,,,551.75,,,,0,7/7/2020 17:59
2457,7/7/2020,5/31/2022,,,551.25,,,,0,7/7/2020 18:00
2457,7/7/2020,6/30/2022,,,550.5,,,,0,7/7/2020 18:00
2457,7/7/2020,7/31/2022,,,549.75,,,,0,7/7/2020 17:59
2457,7/7/2020,8/31/2022,,,548.5,,,,0,7/7/2020 17:59
2457,7/7/2020,9/30/2022,,,548,,,,0,7/7/2020 18:00
2457,7/7/2020,10/31/2022,,,547.5,,,,0,7/7/2020 18:00
2457,7/7/2020,11/30/2022,,,546.5,,,,0,7/7/2020 17:58
2457,7/7/2020,12/31/2022,,,545.75,,,,0,7/7/2020 17:59
2457,7/7/2020,1/31/2023,,,545,,,,0,7/7/2020 17:59
2457,7/7/2020,2/28/2023,,,544,,,,0,7/7/2020 18:00
2457,7/7/2020,3/31/2023,,,543.25,,,,0,7/7/2020 17:59
2457,7/7/2020,4/30/2023,,,542.5,,,,0,7/7/2020 18:00
2457,7/7/2020,5/31/2023,,,542,,,,0,7/7/2020 17:58
2457,7/7/2020,6/30/2023,,,541.25,,,,0,7/7/2020 18:00
2457,7/7/2020,7/31/2023,,,540.5,,,,0,7/7/2020 17:59
2457,7/7/2020,8/31/2023,,,539.75,,,,0,7/7/2020 17:59
2457,7/7/2020,9/30/2023,,,539.25,,,,0,7/7/2020 17:59
2457,7/7/2020,10/31/2023,,,547,,,,0,7/7/2020 18:00
2457,7/7/2020,11/30/2023,,,508.25,,,,0,7/7/2020 17:59
2457,7/7/2020,12/31/2023,,,508.75,,,,0,7/7/2020 17:58
2457,7/7/2020,1/31/2024,,,541.25,,,,0,7/7/2020 17:59
2457,7/7/2020,2/29/2024,,,546.5,,,,0,7/7/2020 18:00
2457,7/7/2020,3/31/2024,,,573.75,,,,0,7/7/2020 18:00
2457,7/7/2020,4/30/2024,,,562.5,,,,0,7/7/2020 18:00
2457,7/7/2020,5/31/2024,,,560,,,,0,7/7/2020 18:00
2457,7/7/2020,6/30/2024,,,554.5,,,,0,7/7/2020 18:00
2457,7/7/2020,7/31/2024,,,575.5,,,,0,7/7/2020 18:00
2457,7/7/2020,8/31/2024,,,552.5,,,,0,7/7/2020 18:00
2457,7/7/2020,9/30/2024,,,553.5,,,,0,7/7/2020 17:59
2457,7/7/2020,10/31/2024,,,572.75,,,,0,7/7/2020 18:00
2457,7/7/2020,11/30/2024,,,613.75,,,,0,7/7/2020 18:00
2457,7/7/2020,12/31/2024,,,621.5,,,,0,7/7/2020 17:59
2457,7/7/2020,1/31/2025,,,605.75,,,,0,7/7/2020 17:59
2457,7/7/2020,2/28/2025,,,593.75,,,,0,7/7/2020 17:59
2457,7/7/2020,3/31/2025,,,525.5,,,,0,7/7/2020 17:59
2457,7/7/2020,4/30/2025,,,514.25,,,,0,7/7/2020 18:00
2457,7/7/2020,5/31/2025,,,508.25,,,,0,7/7/2020 18:00
2457,7/7/2020,6/30/2025,,,543.75,,,,0,7/7/2020 18:00
2457,7/8/2020,7/31/2020,,,550.75,,,,0,7/8/2020 17:42
2457,7/8/2020,8/31/2020,,,549.25,,,,0,7/8/2020 17:44
2457,7/8/2020,9/30/2020,,,549.5,,,,0,7/8/2020 17:44
2457,7/8/2020,10/31/2020,,,551,,,,0,7/8/2020 17:43
2457,7/8/2020,11/30/2020,,,552.5,,,,0,7/8/2020 17:44
2457,7/8/2020,12/31/2020,,,554.75,,,,0,7/8/2020 17:42
2457,7/8/2020,1/31/2021,,,555.75,,,,0,7/8/2020 17:42
2457,7/8/2020,2/28/2021,,,555.5,,,,0,7/8/2020 17:43
2457,7/8/2020,3/31/2021,,,555,,,,0,7/8/2020 17:44
2457,7/8/2020,4/30/2021,,,554.75,,,,0,7/8/2020 17:42
2457,7/8/2020,5/31/2021,,,554.75,,,,0,7/8/2020 17:43
2457,7/8/2020,6/30/2021,,,554.25,,,,0,7/8/2020 17:42
2457,7/8/2020,7/31/2021,,,555,,,,0,7/8/2020 17:42
2457,7/8/2020,8/31/2021,,,556,,,,0,7/8/2020 17:44
2457,7/8/2020,9/30/2021,,,556,,,,0,7/8/2020 17:42
2457,7/8/2020,10/31/2021,,,555,,,,0,7/8/2020 17:43
2457,7/8/2020,11/30/2021,,,554.5,,,,0,7/8/2020 17:43
2457,7/8/2020,12/31/2021,,,554.25,,,,0,7/8/2020 17:43
2457,7/8/2020,1/31/2022,,,548.25,,,,0,7/8/2020 17:43
2457,7/8/2020,2/28/2022,,,547.5,,,,0,7/8/2020 17:44
2457,7/8/2020,3/31/2022,,,546.25,,,,0,7/8/2020 17:43
2457,7/8/2020,4/30/2022,,,545.75,,,,0,7/8/2020 17:43
2457,7/8/2020,5/31/2022,,,545.25,,,,0,7/8/2020 17:44
2457,7/8/2020,6/30/2022,,,544.5,,,,0,7/8/2020 17:44
2457,7/8/2020,7/31/2022,,,543.75,,,,0,7/8/2020 17:42
2457,7/8/2020,8/31/2022,,,542.5,,,,0,7/8/2020 17:43
2457,7/8/2020,9/30/2022,,,542,,,,0,7/8/2020 17:43
2457,7/8/2020,10/31/2022,,,541.5,,,,0,7/8/2020 17:43
2457,7/8/2020,11/30/2022,,,540.5,,,,0,7/8/2020 17:42
2457,7/8/2020,12/31/2022,,,539.75,,,,0,7/8/2020 17:42
2457,7/8/2020,1/31/2023,,,539,,,,0,7/8/2020 17:42
2457,7/8/2020,2/28/2023,,,538,,,,0,7/8/2020 17:43
2457,7/8/2020,3/31/2023,,,537.25,,,,0,7/8/2020 17:42
2457,7/8/2020,4/30/2023,,,536.5,,,,0,7/8/2020 17:44
2457,7/8/2020,5/31/2023,,,536,,,,0,7/8/2020 17:42
2457,7/8/2020,6/30/2023,,,535.25,,,,0,7/8/2020 17:43
2457,7/8/2020,7/31/2023,,,534.5,,,,0,7/8/2020 17:43
2457,7/8/2020,8/31/2023,,,533.75,,,,0,7/8/2020 17:43
2457,7/8/2020,9/30/2023,,,539.25,,,,0,7/8/2020 17:43
2457,7/8/2020,10/31/2023,,,547,,,,0,7/8/2020 17:44
2457,7/8/2020,11/30/2023,,,508.25,,,,0,7/8/2020 17:42
2457,7/8/2020,12/31/2023,,,508.75,,,,0,7/8/2020 17:42
2457,7/8/2020,1/31/2024,,,541.25,,,,0,7/8/2020 17:42
2457,7/8/2020,2/29/2024,,,546.5,,,,0,7/8/2020 17:44
2457,7/8/2020,3/31/2024,,,573.75,,,,0,7/8/2020 17:44
2457,7/8/2020,4/30/2024,,,562.5,,,,0,7/8/2020 17:43
2457,7/8/2020,5/31/2024,,,560,,,,0,7/8/2020 17:44
2457,7/8/2020,6/30/2024,,,554.5,,,,0,7/8/2020 17:43
2457,7/8/2020,7/31/2024,,,575.5,,,,0,7/8/2020 17:44
2457,7/8/2020,8/31/2024,,,552.5,,,,0,7/8/2020 17:44
2457,7/8/2020,9/30/2024,,,553.5,,,,0,7/8/2020 17:43
2457,7/8/2020,10/31/2024,,,572.75,,,,0,7/8/2020 17:44
2457,7/8/2020,11/30/2024,,,613.75,,,,0,7/8/2020 17:44
2457,7/8/2020,12/31/2024,,,621.5,,,,0,7/8/2020 17:43
2457,7/8/2020,1/31/2025,,,605.75,,,,0,7/8/2020 17:42
2457,7/8/2020,2/28/2025,,,593.75,,,,0,7/8/2020 17:42
2457,7/8/2020,3/31/2025,,,525.5,,,,0,7/8/2020 17:43
2457,7/8/2020,4/30/2025,,,514.25,,,,0,7/8/2020 17:44
2457,7/8/2020,5/31/2025,,,508.25,,,,0,7/8/2020 17:44
2457,7/8/2020,6/30/2025,,,543.75,,,,0,7/8/2020 17:44
