Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,COMMODITY,"DEFINITIONS, COVERAGE, REMARKS",subclass,subclass code,class,class code,type,lifespan
131,Malaysia,358,Cabbages and other brassicas,5312,Area harvested,2018,2018,ha,5428.0,Im,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2012,2012,tonnes,94886.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2013,2013,tonnes,129148.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2014,2014,tonnes,301518.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2015,2015,tonnes,277202.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2016,2016,tonnes,101258.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2017,2017,tonnes,77342.0,,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,358,Cabbages and other brassicas,5510,Production,2018,2018,tonnes,151934.0,Im,"CABBAGES
Chinese, mustard cabbage, pak-choi (Brassica chinensis);
white, red, savoy cabbage, Brussels sprouts, collards, kale and
kohlrabi (Brassica oleracea all var. except botrytis)",,,,Vegetables Primary,1735.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2012,2012,ha,2825.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2013,2013,ha,4046.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2014,2014,ha,3050.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2015,2015,ha,3418.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2016,2016,ha,3148.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2017,2017,ha,2566.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5312,Area harvested,2018,2018,ha,2158.0,Im,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2012,2012,tonnes,77854.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2013,2013,tonnes,62843.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2014,2014,tonnes,51911.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2015,2015,tonnes,67713.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2016,2016,tonnes,61161.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2017,2017,tonnes,44229.0,,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,125,Cassava,5510,Production,2018,2018,tonnes,39762.0,Im,"CASSAVA
Manioc, mandioca, yuca  (Manihot esculenta, syn. M. utilissima);
yuca dulce (M. palmata, syn. M. dulcis)","A semi-permanent crop grown in tropical and subtropical regions.
Sometimes bitter and sweet cassavas are referred to as separate
species, the former being M. esculenta and the latter M. palmata, but
this is incorrect since the toxicity varies according to location.
Cassava is the staple food in many tropical countries. It is not
traded internationally in its fresh state because tubers deteriorate
very rapidly.",,,"Roots and Tubers, Total",1720.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2012,2012,ha,2856.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2013,2013,ha,4104.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2014,2014,ha,3582.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2015,2015,ha,2915.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2016,2016,ha,3176.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2017,2017,ha,2835.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5312,Area harvested,2018,2018,ha,2891.0,Im,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2012,2012,tonnes,40097.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2013,2013,tonnes,59775.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2014,2014,tonnes,40521.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2015,2015,tonnes,47015.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2016,2016,tonnes,43738.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2017,2017,tonnes,27358.0,,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,401,"Chillies and peppers, green",5510,Production,2018,2018,tonnes,35581.0,Im,"CHILLIES, PEPPERS (GREEN)
Capsicum annuum; C. fructescens;
Pimenta officinalis","Production data exclude crops cultivated explicitly as spices. In
contrast, trade data include these crops, provided they are fresh,
uncrushed and unground.",,,Vegetables Primary,1735.0,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2012,2012,ha,11748.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2013,2013,ha,13826.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2014,2014,ha,16102.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2015,2015,ha,18122.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2016,2016,ha,17421.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2017,2017,ha,17554.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5312,Area harvested,2018,2018,ha,18000.0,F,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2012,2012,tonnes,3645.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2013,2013,tonnes,2809.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2014,2014,tonnes,2665.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2015,2015,tonnes,1729.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2016,2016,tonnes,1757.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2017,2017,tonnes,1029.0,,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,661,"Cocoa, beans",5510,Production,2018,2018,tonnes,1505.0,Im,"COCOA BEANS
Theobroma cacao","The seeds contained in the fruit of the cacao- tree, including whole
or broken, raw or roasted.",,,stimulant,,Annual,
131,Malaysia,249,Coconuts,5312,Area harvested,2012,2012,ha,100996.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2013,2013,ha,87974.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2014,2014,ha,88092.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2015,2015,ha,73167.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2016,2016,ha,75151.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2017,2017,ha,74008.0,,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
131,Malaysia,249,Coconuts,5312,Area harvested,2018,2018,ha,71352.0,Im,"COCONUTS
Cocos nucifera
Husked coconut","In shell, covered by the endocarp, while exocarp (the smooth outer
skin) and mesocarp (the fibrous covering) are removed. Immature nuts
contain a milky juice that is consumed as a refreshing drink. Mature
nuts are consumed as such, or processed for copra or desiccated
coconut. The flesh, from which copra/oil is extracted, constitutes
40-70% of the weight of the husked coconut. The oil content is about
36% of the flesh.",,,"Oilcrops, Oil Equivalent",1732.0,Perennial,70.0
