Item,Year,production,class,area,type,lifespan,price,yield_i,eco lifespan,constant,gamma,beta,alpha
Ginger,2021,17184.532657116797,spice,1714.133373138247,Annual,,1978.8620344995434,0.09974861739567624,0.8,0.0096566813169251,0.00020003396941839675,0.05977776316267956,1.0519745505094401e-07
Grapefruit (inc. pomelos),2021,22106.529130324205,Fruit Primary,1446.2376803252587,Perennial,50.0,921.447285979225,0.06542129123026419,0.9714,11.436837611149318,0.003182554077728488,0.031263403500663416,0.03720816717256728
Lemons and limes,2021,12090.063096434533,Fruit Primary,1781.4570605150784,Perennial,50.0,901.3238533301821,0.1473488637987709,0.9714,5.0130500510485945,0.08952707223765867,9.68994647153527e-07,0.018605709180711458
Lettuce and chicory,2021,98859.60486130982,Vegetables Primary,5064.71660779394,Annual,,959.0577256905156,0.05123140654769188,0.8,218.41581513200146,5.844932375604774e-06,0.025102616503896343,0.0030379289060933306
Maize,2021,131949.49871387813,"Cereals, Total",17688.994766166034,Annual,,195.20918948629296,0.13405882507006106,0.8,75.46003640087406,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2021,115925.81212042013,Fruit Primary,18394.476873639785,Perennial,300.0,1665.0757071046799,0.15867455691862806,0.9952,-5.453422700810914e-09,-4.1375158952859415e-09,0.04167946149358704,0.0025830487546855763
Oil palm fruit,2021,85174648.09926526,"Oilcrops, Oil Equivalent",4531004.753841207,Perennial,30.0,104.22775690057779,0.05319663602907557,0.9524,178.6785668519915,0.015621424444518925,1.5001406584727444e-08,2.04633913640054e-06
Oilseeds nes,2021,350365.45199119527,"Oilcrops, Oil Equivalent",271872.8633325576,Annual,,14406.80735916222,0.7759693822191973,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768398,0.07754978969801597
Okra,2021,88571.15285461319,Vegetables Primary,5562.372769358328,Annual,,1104.947533208834,0.0628011783756365,0.8,25.81426809649961,0.06410322892582927,0.014089847348207726,0.005538105300982748
Oranges,2021,23218.391980322467,Fruit Primary,2880.483696598761,Perennial,50.0,423.64206590878024,0.12406043015554068,0.9714,0.002341882933738424,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2021,87294.67988583363,Fruit Primary,4966.149567328844,Perennial,5.0,393.493587744174,0.05688948712365645,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.0002290699875014984
Pepper (piper spp.),2021,52629.349399988,spice,28814.210238854776,Annual,,13376.198036199341,0.5474931871162623,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.4882468743433912
Pineapples,2021,569140.1017787191,Fruit Primary,18240.684087186437,Perennial,7.0,426.1753196136196,0.032049549891457814,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.0002000215044559888
"Pumpkins, squash and gourds",2021,51091.901557012796,Vegetables Primary,3288.280866578576,Annual,,342.2683872171991,0.06436011904761904,0.8,245.52573260861217,0.007813270275751892,1.8478048929440495e-07,6.965075806266524e-09
"Rice, paddy",2021,2321243.534931531,"Cereals, Total",569365.6004157967,Annual,,277.9221806836401,0.2452847328802969,0.8,2.382524503379601e-07,1.2207150148941924e-08,0.01877159509645604,0.00010787808718958384
"Rubber, natural",2021,1351288.1124483559,tobacco,1907503.262893277,Perennial,32.0,1520.0979769344215,1.4116184737517838,0.9554,0.0004869510671906789,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2021,100429.6634898578,Vegetables Primary,7760.3169086880835,Annual,,582.2469451719958,0.07727116311080523,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.002287435784800093
Sugar cane,2021,50857.06292420314,sugar,1401.3208993826233,Perennial,15.0,269.8325758512632,0.02755410593551456,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240212e-08
Sweet potatoes,2021,66809.60371500466,"Roots and Tubers, Total",3934.5506843333746,Annual,,449.845716163145,0.05889199255121042,0.8,3.603685012975389e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676242
"Tobacco, unmanufactured",2021,3668.406236946504,tobacco,4801.93166861721,Annual,,4401.439848108871,1.3089967027790863,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2021,188874.14394891472,Vegetables Primary,3277.991007301641,Annual,,708.0145370958146,0.017355424828229785,0.8,-1.5684319280144374e-08,0.060972796177440676,-1.1066421462337259e-08,0.00020453841180799237
Watermelons,2021,320178.4374135834,Vegetables Primary,18657.059683493226,Annual,,322.04068012902934,0.0582708187166064,0.8,36.80612043021051,0.025112082291921238,4.2861419032304196e-08,-3.3910334787244814e-08
Bananas,2022,780891.3549785271,Fruit Primary,64660.77108544171,Perennial,6.0,959.2761875476223,0.0828037993674802,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2022,315046.75116279203,Vegetables Primary,11255.372499319674,Annual,,406.0796610815219,0.035726038937959906,0.8,5.081663891103838,0.002839710029201975,0.011502973679406305,0.00014088930766170443
Cassava,2022,82446.98638169935,"Roots and Tubers, Total",4474.639017446486,Annual,,223.00073824525091,0.05427292389718827,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.4143175380316643e-08
Cereals (Rice Milled Eqv),2022,2293663.85649407,"Cereals, Total",821822.8110810127,Annual,,333.239838851955,0.35830133031663675,0.8,0.001987345196132716,1.3419447194224205e-06,0.011127306605191636,4.320552572277093e-05
"Chillies and peppers, green",2022,73779.88251062954,Vegetables Primary,5994.706172907731,Annual,,1503.4792822117959,0.0812512295888255,0.8,1035.7086425867562,0.01757105733617474,0.0070643248709759765,9.625527915760374e-09
"Cocoa, beans",2022,926.2051866841529,stimulant,11077.537116488207,Annual,,1726.9362352158787,11.960132890365449,0.8,705.4388994711712,0.11980808648112415,-1.2139759647537153e-08,-1.0307794008680998e-08
Coconuts,2022,1076510.072950425,"Oilcrops, Oil Equivalent",147954.73921013408,Perennial,70.0,344.2902857237345,0.13743925201241253,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506827e-08,2.8201595519240104e-08
Cucumbers and gherkins,2022,185367.5457033154,Vegetables Primary,9501.030184936588,Annual,,335.29559259452833,0.05125508971318627,0.8,166.22483946655962,0.015133662343010813,1.634150404204424e-07,2.100576073161531e-09
Ginger,2022,20621.293984891498,spice,2056.945563902702,Annual,,2003.2057721010283,0.09974861739567624,0.8,0.0096566813169251,0.00020003396941839675,0.05977776316267956,1.0519745505094401e-07
Grapefruit (inc. pomelos),2022,26527.36896222478,Fruit Primary,1735.4547304503785,Perennial,50.0,1100.834644519945,0.06542129123026419,0.9714,11.436837611149318,0.003182554077728488,0.031263403500663416,0.03720816717256728
Lemons and limes,2022,14507.683200241003,Fruit Primary,2137.6906359080285,Perennial,50.0,1009.2661344494488,0.1473488637987709,0.9714,5.0130500510485945,0.08952707223765867,9.68994647153527e-07,0.018605709180711458
Lettuce and chicory,2022,118631.17919228192,Vegetables Primary,6077.642170431881,Annual,,1029.2899705117466,0.05123140654769188,0.8,218.41581513200146,5.844932375604774e-06,0.025102616503896343,0.0030379289060933306
Maize,2022,158338.53060549346,"Cereals, Total",21226.67737629236,Annual,,202.36929225281736,0.13405882507006106,0.8,75.46003640087406,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2022,139110.7865374713,Fruit Primary,22073.342416435105,Perennial,300.0,1741.838720500933,0.15867455691862806,0.9952,-5.453422700810914e-09,-4.1375158952859415e-09,0.04167946149358704,0.0025830487546855763
Oil palm fruit,2022,81120334.87488434,"Oilcrops, Oil Equivalent",4315328.9288959475,Perennial,30.0,106.91710643762806,0.05319663602907557,0.9524,178.6785668519915,0.015621424444518925,1.5001406584727444e-08,2.04633913640054e-06
Oilseeds nes,2022,420438.49337036296,"Oilcrops, Oil Equivalent",326247.39796177065,Annual,,19848.65601795932,0.7759693822191973,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768398,0.07754978969801597
Okra,2022,106285.08389174574,Vegetables Primary,6674.828512155013,Annual,,1253.8347276493796,0.0628011783756365,0.8,25.81426809649961,0.06410322892582927,0.014089847348207726,0.005538105300982748
Oranges,2022,27861.520637221038,Fruit Primary,3456.5122350411157,Perennial,50.0,457.11639263065393,0.12406043015554068,0.9714,0.002341882933738424,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2022,104752.83634979039,Fruit Primary,5959.335134687892,Perennial,5.0,413.54286701928913,0.05688948712365645,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.0002290699875014984
Pepper (piper spp.),2022,63155.17648991405,spice,34577.02885935308,Annual,,18515.40653995934,0.5474931871162623,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.4882468743433912
Pineapples,2022,682967.2219404688,Fruit Primary,21888.792053811394,Perennial,7.0,469.1951580999007,0.032049549891457814,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.0002000215044559888
"Pumpkins, squash and gourds",2022,61309.84975080444,Vegetables Primary,3945.9092287534104,Annual,,347.7632538059847,0.06436011904761904,0.8,245.52573260861217,0.007813270275751892,1.8478048929440495e-07,6.965075806266524e-09
"Rice, paddy",2022,1856998.3040624703,"Cereals, Total",455493.3329711274,Annual,,235.44050765480026,0.2452847328802969,0.8,2.382524503379601e-07,1.2207150148941924e-08,0.01877159509645604,0.00010787808718958384
"Rubber, natural",2022,1621545.374744175,tobacco,2289003.4070156366,Perennial,32.0,1644.0646140112528,1.4116184737517838,0.9554,0.0004869510671906789,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2022,120515.04110957719,Vegetables Primary,9312.337398883536,Annual,,652.4522945174949,0.07727116311080523,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.002287435784800093
Sugar cane,2022,61027.37285774509,sugar,1681.5546966884542,Perennial,15.0,286.35082861904255,0.02755410593551456,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240212e-08
Sweet potatoes,2022,80170.8995695769,"Roots and Tubers, Total",4721.424020275362,Annual,,481.91779916188756,0.05889199255121042,0.8,3.603685012975389e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676242
"Tobacco, unmanufactured",2022,4402.05967691385,tobacco,5762.281602517,Annual,,4706.364719646253,1.3089967027790863,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2022,226648.53018373292,Vegetables Primary,3933.581528032546,Annual,,758.6202632612418,0.017355424828229785,0.8,-1.5684319280144374e-08,0.060972796177440676,-1.1066421462337259e-08,0.00020453841180799237
Watermelons,2022,384213.109911738,Vegetables Primary,22388.412476210455,Annual,,339.69872096648936,0.0582708187166064,0.8,36.80612043021051,0.025112082291921238,4.2861419032304196e-08,-3.3910334787244814e-08
Bananas,2023,937068.8186445624,Fruit Primary,77592.85845256603,Perennial,6.0,1185.5312720621553,0.0828037993674802,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2023,378054.5729132708,Vegetables Primary,13506.392392573314,Annual,,421.67808765475957,0.035726038937959906,0.8,5.081663891103838,0.002839710029201975,0.011502973679406305,0.00014088930766170443
Cassava,2023,98933.66953206142,"Roots and Tubers, Total",5369.419517383143,Annual,,223.00101887221064,0.05427292389718827,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.4143175380316643e-08
Cereals (Rice Milled Eqv),2023,1834932.6200346616,"Cereals, Total",657458.798799811,Annual,,317.85194192401406,0.35830133031663675,0.8,0.001987345196132716,1.3419447194224205e-06,0.011127306605191636,4.320552572277093e-05
"Chillies and peppers, green",2023,88535.50773008486,Vegetables Primary,7193.61886534036,Annual,,1519.53943926242,0.0812512295888255,0.8,1035.7086425867562,0.01757105733617474,0.0070643248709759765,9.625527915760374e-09
"Cocoa, beans",2023,740.9955589094802,stimulant,8862.405355728002,Annual,,1817.2611181750665,11.960132890365449,0.8,705.4388994711712,0.11980808648112415,-1.2139759647537153e-08,-1.0307794008680998e-08
Coconuts,2023,1291808.0641501546,"Oilcrops, Oil Equivalent",177545.13408039988,Perennial,70.0,365.27345704176605,0.13743925201241253,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506827e-08,2.8201595519240104e-08
Cucumbers and gherkins,2023,222439.3916784578,Vegetables Primary,11401.150976225934,Annual,,346.7052018288587,0.05125508971318627,0.8,166.22483946655962,0.015133662343010813,1.634150404204424e-07,2.100576073161531e-09
Ginger,2023,24745.326933740744,spice,2468.3121486446275,Annual,,2027.1601010158254,0.09974861739567624,0.8,0.0096566813169251,0.00020003396941839675,0.05977776316267956,1.0519745505094401e-07
Grapefruit (inc. pomelos),2023,31832.341276951574,Fruit Primary,2082.512869220609,Perennial,50.0,1313.071178892938,0.06542129123026419,0.9714,11.436837611149318,0.003182554077728488,0.031263403500663416,0.03720816717256728
Lemons and limes,2023,17408.794434501273,Fruit Primary,2565.1660800301293,Perennial,50.0,1130.7393847864928,0.1473488637987709,0.9714,5.0130500510485945,0.08952707223765867,9.68994647153527e-07,0.018605709180711458
Lettuce and chicory,2023,142356.87474405853,Vegetables Primary,7293.142924871712,Annual,,1111.367039590281,0.05123140654769188,0.8,218.41581513200146,5.844932375604774e-06,0.025102616503896343,0.0030379289060933306
