Item,Year,production,class,area,type,lifespan,price,yield_i,eco lifespan,constant,gamma,beta,alpha
Lettuce and chicory,2012,39817.0,Vegetables Primary,2069.0,Annual,,841.8,0.05196272948740488,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2012,83601.0,"Cereals, Total",9322.0,Annual,,194.3,0.1115058432315403,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2012,78676.0,Fruit Primary,12862.0,Perennial,300.0,841.8,0.16348060399613604,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2012,94917736.0,"Oilcrops, Oil Equivalent",5076929.0,Perennial,30.0,199.1,0.053487674842981926,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2012,180000.0,"Oilcrops, Oil Equivalent",145000.0,Annual,,4229.8,0.8055555555555556,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2012,27660.0,Vegetables Primary,2157.0,Annual,,971.3,0.0779826464208243,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2012,16252.0,Fruit Primary,2993.0,Perennial,50.0,906.5,0.18416194929854787,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2012,35634.0,Fruit Primary,2031.0,Perennial,5.0,323.8,0.056996127294157276,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2012,26000.0,spice,10833.0,Annual,,5293.0,0.41665384615384615,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2012,314405.0,Fruit Primary,13096.0,Perennial,7.0,356.1,0.041653281595394484,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2012,17382.0,Vegetables Primary,1664.0,Annual,,323.8,0.09573121620066737,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2012,2599382.0,"Cereals, Total",684545.0,Annual,,242.8,0.2633491345250525,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2012,923020.0,tobacco,1041190.0,Perennial,32.0,3083.7,1.1280253948993522,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2012,53038.0,Vegetables Primary,4023.0,Annual,,437.1,0.0758512764433048,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2012,146164.0,sugar,4346.0,Perennial,15.0,291.4,0.029733723762349142,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2012,55838.0,"Roots and Tubers, Total",2595.0,Annual,,356.1,0.046473727569038996,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2012,1972.0,tobacco,2526.0,Annual,,4739.7,1.2809330628803246,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2012,129572.0,Vegetables Primary,1978.0,Annual,,550.4,0.015265643811934678,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2012,225681.0,Vegetables Primary,11949.0,Annual,,307.6,0.052946415515705794,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2013,288677.0,Fruit Primary,27085.0,Perennial,6.0,349.1,0.09382458595593,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2013,129148.0,Vegetables Primary,4845.0,Annual,,365.0,0.037515098956236254,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2013,62843.0,"Roots and Tubers, Total",4046.0,Annual,,301.5,0.06438266791846348,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2013,1823136.0,"Cereals, Total",681399.0,Annual,,214.2,0.3737510531304302,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2013,59775.0,Vegetables Primary,4104.0,Annual,,1539.2,0.06865746549560853,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2013,2809.0,stimulant,13826.0,Annual,,2003.9,4.922036311854753,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2013,624727.0,"Oilcrops, Oil Equivalent",87974.0,Perennial,70.0,333.2,0.14081991013674774,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2013,119857.0,Vegetables Primary,5161.0,Annual,,333.2,0.04305964607824324,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2013,8831.0,spice,893.0,Annual,,1269.5,0.10112105084361908,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2013,11714.0,Fruit Primary,1093.0,Perennial,50.0,460.2,0.09330715383302032,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2013,9293.0,Fruit Primary,1310.0,Perennial,50.0,777.6,0.14096631873453136,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2013,64993.0,Vegetables Primary,3346.0,Annual,,666.5,0.0514824673426369,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2013,86499.0,"Cereals, Total",9720.0,Annual,,190.4,0.11237124128602642,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2013,69266.0,Fruit Primary,11138.0,Perennial,300.0,904.5,0.1608003926890538,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2013,94917736.0,"Oilcrops, Oil Equivalent",5229739.0,Perennial,30.0,153.9,0.055097595248163114,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2013,183315.0,"Oilcrops, Oil Equivalent",152119.0,Annual,,4579.4,0.8298229822982298,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2013,34370.0,Vegetables Primary,2703.0,Annual,,952.1,0.07864416642420716,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2013,18666.0,Fruit Primary,3108.0,Perennial,50.0,1031.4,0.16650594664095147,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2013,31748.0,Fruit Primary,1934.0,Perennial,5.0,365.0,0.06091722313216581,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2013,26500.0,spice,9835.0,Annual,,5289.9,0.3711320754716981,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2013,244353.0,Fruit Primary,10580.0,Perennial,7.0,380.8,0.043298015575826784,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2013,32544.0,Vegetables Primary,2323.0,Annual,,333.2,0.07138028515240905,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2013,2603654.0,"Cereals, Total",671679.0,Annual,,238.0,0.25797552209318136,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2013,826424.0,tobacco,1057271.0,Perennial,32.0,2458.6,1.2793324008015257,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2013,56649.0,Vegetables Primary,4288.0,Annual,,444.3,0.07569418701124468,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2013,98885.0,sugar,2847.0,Perennial,15.0,253.9,0.028791019871567982,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2013,50748.0,"Roots and Tubers, Total",3042.0,Annual,,365.0,0.05994324899503429,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2013,419.0,tobacco,538.0,Annual,,4345.956117624693,1.2840095465393797,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2013,190977.0,Vegetables Primary,2831.0,Annual,,714.1,0.014823774590657512,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2013,209599.0,Vegetables Primary,11032.0,Annual,,349.1,0.052633838901903165,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2014,303107.0,Fruit Primary,28911.0,Perennial,6.0,580.5,0.09538215877561387,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2014,301518.0,Vegetables Primary,7937.0,Annual,,326.9,0.02632346990892749,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2014,51911.0,"Roots and Tubers, Total",3050.0,Annual,,290.3,0.05875440658049354,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2014,1283020.0,"Cereals, Total",624286.0,Annual,,275.0,0.4865754236099203,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2014,40521.0,Vegetables Primary,3582.0,Annual,,1399.4,0.08839860812911822,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2014,2665.0,stimulant,16102.0,Annual,,2607.8,6.04202626641651,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2014,595097.0,"Oilcrops, Oil Equivalent",88092.0,Perennial,70.0,275.0,0.14802964894798662,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2014,97331.0,Vegetables Primary,4661.0,Annual,,369.7,0.047888134304589484,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2014,10775.0,spice,1048.0,Annual,,2245.7,0.09726218097447796,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2014,11831.0,Fruit Primary,1009.0,Perennial,50.0,550.0,0.08528442228044966,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2014,7477.0,Fruit Primary,989.0,Perennial,50.0,1038.8,0.1322723017252909,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2014,67320.0,Vegetables Primary,3127.0,Annual,,825.0,0.046449792038027335,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2014,59188.0,"Cereals, Total",9707.0,Annual,,183.3,0.16400283841319185,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2014,77198.0,Fruit Primary,11977.0,Perennial,300.0,756.2,0.1551465063861758,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2014,95380438.0,"Oilcrops, Oil Equivalent",4689321.0,Perennial,30.0,158.6,0.0491643894526884,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2014,187043.0,"Oilcrops, Oil Equivalent",154320.0,Annual,,4609.1,0.8250509241190528,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2014,45130.0,Vegetables Primary,3120.0,Annual,,960.9,0.06913361400398847,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2014,16622.0,Fruit Primary,2965.0,Perennial,50.0,198.6,0.17837805318252914,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2014,55358.0,Fruit Primary,2771.0,Perennial,5.0,381.9,0.050055999132916654,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2014,27500.0,spice,16021.0,Annual,,6879.6,0.5825818181818182,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2014,335725.0,Fruit Primary,9456.0,Perennial,7.0,359.0,0.028165909598629836,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2014,44526.0,Vegetables Primary,2333.0,Annual,,336.1,0.0523963526928087,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2014,1834831.0,"Cereals, Total",614579.0,Annual,,366.7,0.3349512843417187,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2014,668613.0,tobacco,1065600.0,Perennial,32.0,1690.1,1.5937470554715507,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2014,51286.0,Vegetables Primary,4386.0,Annual,,458.3,0.08552041492805054,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2014,9147.0,sugar,237.0,Perennial,15.0,290.3,0.025910134470318136,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2014,51476.0,"Roots and Tubers, Total",3013.0,Annual,,397.2,0.058532131478747376,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2014,1769.0,tobacco,2292.0,Annual,,4091.3682105996395,1.295647258338044,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2014,162384.0,Vegetables Primary,1948.0,Annual,,718.0,0.01199625578874766,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2014,176379.0,Vegetables Primary,10842.0,Annual,,305.5,0.061469902879594515,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2015,315500.0,Fruit Primary,24858.0,Perennial,6.0,460.9,0.07878922345483359,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2015,277202.0,Vegetables Primary,8261.0,Annual,,358.5,0.02980137228447125,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2015,67713.0,"Roots and Tubers, Total",3418.0,Annual,,268.9,0.050477751687268334,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2015,1890976.0,"Cereals, Total",691589.0,Annual,,236.85,0.36573124143299546,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2015,47015.0,Vegetables Primary,2915.0,Annual,,1331.5,0.062001488886525576,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2015,1729.0,stimulant,18122.0,Annual,,2055.8,10.481203007518797,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2015,505614.0,"Oilcrops, Oil Equivalent",73167.0,Perennial,70.0,243.2,0.14470920504574636,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2015,100817.0,Vegetables Primary,4371.0,Annual,,320.1,0.043355783250840635,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2015,12924.0,spice,965.0,Annual,,1711.631924118213,0.07466728567007118,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2015,10196.0,Fruit Primary,1044.0,Perennial,50.0,601.7,0.10239309533150256,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2015,7587.0,Fruit Primary,850.0,Perennial,50.0,780.9,0.11203374192698036,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2015,66006.0,Vegetables Primary,3182.0,Annual,,808.9104313117714,0.04820773869042208,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2015,62460.0,"Cereals, Total",10030.0,Annual,,166.4,0.1605827729747038,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2015,98315.0,Fruit Primary,8344.0,Perennial,300.0,1024.2,0.08487006051975791,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2015,98344073.0,"Oilcrops, Oil Equivalent",4859397.0,Perennial,30.0,117.5,0.0494121999604389,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2015,192347.0,"Oilcrops, Oil Equivalent",155948.0,Annual,,3952.7,0.8107638798629561,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2015,50778.0,Vegetables Primary,3326.0,Annual,,857.8,0.0655008074362913,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2015,15537.0,Fruit Primary,1643.0,Perennial,50.0,385.20868947337976,0.10574757031601982,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2015,60625.0,Fruit Primary,2514.0,Perennial,5.0,345.7,0.0414680412371134,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2015,28300.0,spice,16333.0,Annual,,7177.3,0.5771378091872792,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2015,452021.0,Fruit Primary,10551.0,Perennial,7.0,307.3,0.02334183588815564,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2015,25652.0,Vegetables Primary,1817.0,Annual,,345.7,0.07083268361141433,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2015,2741404.0,"Cereals, Total",681559.0,Annual,,307.3,0.2486167671747761,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2015,722122.0,tobacco,1074386.0,Perennial,32.0,1336.3,1.4878178479536701,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2015,48357.0,Vegetables Primary,3860.0,Annual,,422.5,0.0798229832289017,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2015,30271.0,sugar,1717.0,Perennial,15.0,217.6,0.05672095404842919,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
Sweet potatoes,2015,50607.0,"Roots and Tubers, Total",2908.0,Annual,,371.3,0.057462406386468275,0.8,3.6036850129753886e-07,0.030546509519943792,0.0026792121035462235,0.0007114090254676243
"Tobacco, unmanufactured",2015,2139.0,tobacco,2791.0,Annual,,3638.898023395559,1.3048153342683495,0.8,1597.513293988024,0.2609586448743896,2.578109896401012e-07,0.16547911430158946
Tomatoes,2015,165177.0,Vegetables Primary,1984.0,Annual,,601.7,0.012011357513455265,0.8,-1.5684319280144374e-08,0.06097279617744068,-1.106642146233726e-08,0.00020453841180799234
Watermelons,2015,178928.0,Vegetables Primary,10024.0,Annual,,268.9,0.05602253420370205,0.8,36.80612043021051,0.025112082291921235,4.2861419032304196e-08,-3.391033478724481e-08
Bananas,2016,309508.0,Fruit Primary,22294.0,Perennial,6.0,433.9,0.07203044832443749,0.7619,1.4775924043946734e-07,0.0066422536897316475,0.02577042054531402,0.0013509362773830534
Cabbages and other brassicas,2016,101258.0,Vegetables Primary,3774.0,Annual,,361.6,0.03727112919473029,0.8,5.081663891103838,0.0028397100292019747,0.011502973679406303,0.00014088930766170443
Cassava,2016,61161.0,"Roots and Tubers, Total",3148.0,Annual,,313.4,0.051470708458004284,0.8,284.8992339846437,4.321493316516116e-08,3.735024028915422e-08,1.414317538031664e-08
Cereals (Rice Milled Eqv),2016,1892184.0,"Cereals, Total",698812.0,Annual,,289.3,0.3693150349014683,0.8,0.001987345196132716,1.3419447194224203e-06,0.011127306605191635,4.320552572277093e-05
"Chillies and peppers, green",2016,43738.0,Vegetables Primary,3176.0,Annual,,1518.7,0.07261420275275504,0.8,1035.7086425867562,0.017571057336174735,0.007064324870975976,9.625527915760374e-09
"Cocoa, beans",2016,1757.0,stimulant,17421.0,Annual,,2017.7,9.915196357427432,0.8,705.4388994711713,0.11980808648112415,-1.2139759647537151e-08,-1.0307794008680998e-08
Coconuts,2016,504773.0,"Oilcrops, Oil Equivalent",75151.0,Perennial,70.0,241.1,0.1488807840355962,0.9796,0.0006602655391586947,0.02782428726444178,1.2316494451506829e-08,2.8201595519240104e-08
Cucumbers and gherkins,2016,97621.0,Vegetables Primary,4359.0,Annual,,325.4,0.0446522776861536,0.8,166.22483946655964,0.015133662343010812,1.634150404204424e-07,2.100576073161531e-09
Ginger,2016,13362.0,spice,940.0,Annual,,1918.0617150999785,0.07034875018709774,0.8,0.009656681316925098,0.00020003396941839675,0.059777763162679555,1.05197455050944e-07
Grapefruit (inc. pomelos),2016,12858.0,Fruit Primary,910.0,Perennial,50.0,554.4,0.0707730595738062,0.9714,11.436837611149318,0.003182554077728488,0.03126340350066342,0.03720816717256728
Lemons and limes,2016,7072.0,Fruit Primary,1013.0,Perennial,50.0,771.4,0.14324095022624433,0.9714,5.013050051048595,0.08952707223765867,9.689946471535268e-07,0.018605709180711458
Lettuce and chicory,2016,65268.0,Vegetables Primary,3017.0,Annual,,809.2907573824596,0.04622479622479622,0.8,218.41581513200148,5.844932375604774e-06,0.025102616503896346,0.0030379289060933306
Maize,2016,64867.0,"Cereals, Total",10042.0,Annual,,176.02653721679238,0.15480907086808393,0.8,75.46003640087407,0.010176731485581784,8.536979215952399e-07,1.1068385568795221e-07
"Mangoes, mangosteens, guavas",2016,102046.0,Fruit Primary,8379.0,Perennial,300.0,1265.6,0.08211002881053643,0.9952,-5.453422700810914e-09,-4.137515895285942e-09,0.04167946149358704,0.002583048754685576
Oil palm fruit,2016,86325309.0,"Oilcrops, Oil Equivalent",5001438.0,Perennial,30.0,143.2,0.05793709930421447,0.9524,178.6785668519915,0.015621424444518923,1.500140658472744e-08,2.04633913640054e-06
Oilseeds nes,2016,195130.0,"Oilcrops, Oil Equivalent",155334.0,Annual,,3869.3,0.7960539127760979,0.8,18548.08536055455,0.010495734048645749,0.0007850758585768399,0.07754978969801597
Okra,2016,49057.0,Vegetables Primary,3127.0,Annual,,771.4,0.06374217746702815,0.8,25.814268096499607,0.06410322892582927,0.014089847348207724,0.005538105300982748
Oranges,2016,13448.0,Fruit Primary,1557.0,Perennial,50.0,303.63192547595963,0.1157792980368828,0.9714,0.0023418829337384242,0.04759881434460983,1.7579187987519577e-08,4.742113051105619e-08
Papayas,2016,65967.0,Fruit Primary,3980.0,Perennial,5.0,337.5,0.060333196901481034,0.7143,0.24035847219470824,0.019981695498761186,0.004934608258056912,0.00022906998750149836
Pepper (piper spp.),2016,29245.0,spice,16768.0,Annual,,6364.1,0.5733629680287229,0.8,19174.484714066337,1.48392337980803e-06,1.3049976104015312e-05,0.48824687434339115
Pineapples,2016,391714.0,Fruit Primary,10354.0,Perennial,7.0,313.4,0.02643255027903011,0.7959,4.09547136063259,0.026308780143381123,0.004322754298282098,0.00020002150445598877
"Pumpkins, squash and gourds",2016,16494.0,Vegetables Primary,1128.0,Annual,,313.4,0.06838850491087667,0.8,245.5257326086122,0.007813270275751892,1.8478048929440498e-07,6.965075806266524e-09
"Rice, paddy",2016,2739606.0,"Cereals, Total",688770.0,Annual,,289.3,0.2514120643625397,0.8,2.3825245033796008e-07,1.2207150148941924e-08,0.018771595096456036,0.00010787808718958383
"Rubber, natural",2016,673513.0,tobacco,1077993.0,Perennial,32.0,1370.3,1.600552624819417,0.9554,0.00048695106719067886,0.17627607059488273,3.538065072618974e-09,-1.3866574659630312e-09
Spinach,2016,54823.0,Vegetables Primary,4276.0,Annual,,421.9,0.07799646133921895,0.8,1.434881969414173,0.02985587810532678,0.008064269373876842,0.0022874357848000934
Sugar cane,2016,28038.0,sugar,1515.0,Perennial,15.0,204.9,0.05403381125615237,0.9048,0.0002802732158983135,0.023488122329431104,7.222272810149916e-09,1.1083602062240213e-08
