﻿date,nok,usd,eur,gbp,brent,gdp yoy,interest rate
8/14/2013,16.65348266,98.13500315,130.0897619,152.11439,10814.477,,1.5
8/15/2013,16.48016612,97.36999742,129.9714063,152.2997259,10818.7807,,1.5
8/16/2013,16.48329006,97.53000389,130.0052002,152.4390244,10767.312,,1.5
8/19/2013,16.48464867,97.56500195,130.1066875,152.6717557,10722.3935,,1.5
8/20/2013,16.33679946,97.28000249,130.5142261,152.4041759,10715.392,,1.5
8/21/2013,16.06103192,97.67500284,130.4631442,152.975371,10725.69175,,1.5
8/22/2013,16.16984808,98.72999656,131.8565401,153.8935057,10850.427,,1.5
8/23/2013,16.40527594,98.74500042,132.1353066,153.7279016,10964.6448,,1.5
8/26/2013,16.31481059,98.50999689,131.7002502,153.4330648,10908.0123,,1.5
8/27/2013,16.12344106,97.02999906,129.9545159,150.8409382,11096.3508,,1.5
8/28/2013,16.14205004,97.64000209,130.2592158,151.6070346,11385.8004,,1.5
8/29/2013,16.14113811,98.35000169,130.2252898,152.4855139,11325.986,,1.5
8/30/2013,16.05626114,98.16500162,129.8026999,152.2417599,11191.79165,,1.5
9/2/2013,16.33133002,99.33500183,131.0444241,154.4163064,11356.97055,,1.5
9/3/2013,16.40339222,99.58000143,131.147541,154.9426712,11519.4144,,1.5
9/4/2013,16.46334436,99.7599974,131.7696666,155.8967963,11463.4216,,1.5
9/5/2013,16.34962028,100.124996,131.3715187,156.0914696,11540.4075,,1.5
9/6/2013,16.29779328,99.11500215,130.6335728,154.9306685,11509.2338,,1.5
9/9/2013,16.5682238,99.58499943,131.9957761,156.262208,11324.8062,,1.5
9/10/2013,16.96295291,100.4100042,133.2267519,157.9903626,11170.6125,,1.5
9/11/2013,16.89560207,99.87499645,132.9433661,157.9778831,11136.0625,,1.5
9/12/2013,16.92061693,99.55000412,132.3977228,157.3440327,11212.3165,,1.5
9/13/2013,16.75462847,99.36499804,132.1003963,157.7411468,11206.3847,,1.5
9/16/2013,16.75827859,99.08000254,132.1178491,157.492716,10905.7356,,1.5
9/17/2013,16.77838273,99.1200027,132.4152542,157.6416805,10723.7928,,1.5
9/18/2013,16.82864235,97.93999863,132.4327904,158.1402704,10832.164,,1.5
9/19/2013,17.05887872,99.45000171,134.5532831,159.4260662,10816.182,,1.5
9/20/2013,16.7347212,99.31500455,134.3183345,158.9698752,10847.1843,,1.5
9/23/2013,16.70104298,98.84499622,133.3688984,158.579131,10691.0752,,1.5
9/24/2013,16.52278078,98.73499734,133.0317946,158.0153275,10726.5704,,1.5
9/25/2013,16.38820377,98.44000161,133.1557923,158.290463,10663.0208,,1.5
9/26/2013,16.54834599,98.98999518,133.5291761,158.7931719,10810.6979,,1.5
9/27/2013,16.4067563,98.26000206,132.8727079,158.579131,10673.9838,,1.5
9/30/2013,16.33426439,98.23000339,132.8727079,158.9951506,10645.1851,2.77,1.5
10/1/2013,16.33906835,97.99500265,132.5556734,158.7049675,10577.5803,,1.5
10/2/2013,16.19656147,97.35500092,132.1877065,157.9404564,10630.19245,,1.5
10/3/2013,16.33439779,97.26499586,132.4503311,157.1338781,10601.885,,1.5
10/4/2013,16.32493144,97.47499791,132.1527686,156.0427557,10669.6135,,1.5
10/7/2013,16.20325361,96.71000306,131.3542624,155.6662516,10607.1528,,1.5
10/8/2013,16.22073172,96.87999901,131.4924392,155.823919,10672.3008,,1.5
10/9/2013,16.24114857,97.34500266,131.6482359,155.3277415,10616.4457,,1.5
10/10/2013,16.25236675,98.15500009,132.7140013,156.7152484,10973.729,,1.5
10/11/2013,16.42912885,98.5749998,133.4935256,157.2821642,10969.426,,1.5
10/14/2013,16.49797487,98.5749998,133.6898396,157.567163,10945.768,,1.5
10/15/2013,16.30177852,98.16500162,132.7492367,157.0351759,10794.2234,,1.5
10/16/2013,16.48057352,98.7650029,133.671969,157.5423395,10949.0879,,1.5
10/17/2013,16.50682557,97.91000328,133.9046599,158.2654111,10682.9601,,1.5
10/18/2013,16.56945917,97.73500112,133.74348,158.0153275,10744.9859,,1.5
10/21/2013,16.58333541,98.19000473,134.354427,158.5539876,10765.5516,,1.5
10/22/2013,16.63339987,98.14000162,135.2447931,159.3371574,10792.4558,,1.5
10/23/2013,16.45075057,97.38000082,134.1561578,157.4059499,10497.564,,1.5
10/24/2013,16.50777929,97.28000249,134.2462075,157.6044129,10407.9872,,1.5
10/25/2013,16.52919883,97.41999699,134.4809037,157.492716,10417.1206,,1.5
10/28/2013,16.55588023,97.68000227,134.643867,157.6789656,10706.7048,,1.5
10/29/2013,16.6482149,98.18500116,134.9527665,157.5547503,10703.14685,,1.5
10/30/2013,16.70536743,98.50999689,135.3179973,157.9903626,10822.3086,,1.5
10/31/2013,16.55231774,98.35500274,133.6183859,157.790927,10704.9582,,1.5
11/1/2013,16.52059705,98.68999882,133.1026221,157.1832757,10452.2579,,1.5
11/4/2013,16.57399044,98.60499568,133.2622601,157.4555188,10474.80915,,1.5
11/5/2013,16.44520458,98.50499947,132.7316167,158.065281,10375.53165,,1.5
11/6/2013,16.56904736,98.65999988,133.3155579,158.6671956,10382.9784,,1.5
11/7/2013,16.22533749,98.0900013,131.6309069,157.9030475,10148.3914,,1.5
11/8/2013,16.14739341,99.07499621,132.4854266,158.6923748,10414.764,,1.5
11/11/2013,16.13410669,99.15500108,132.9256945,158.5539876,10550.092,,1.5
11/12/2013,16.08971626,99.63499715,133.8688086,158.4660486,10542.37935,,1.5
11/13/2013,16.0939889,99.24500356,133.8508901,159.375249,10631.1244,,1.5
11/14/2013,16.25012188,100.020004,134.6257404,160.6812887,10856.1708,,1.5
11/15/2013,16.4036613,100.1850016,135.2082207,161.51175,10870.0725,,1.5
11/18/2013,16.3281301,100,135.0438893,161.108426,10847,,1.5
11/19/2013,16.44547503,100.1500047,135.5932203,161.4465612,10708.038,,1.5
11/20/2013,16.35376464,100.029999,134.4266703,161.108426,10809.2418,,1.5
11/21/2013,16.60591669,101.1549979,136.369835,163.8806949,11135.1424,,1.5
11/22/2013,16.69853303,101.2750016,137.3060552,164.3250349,11246.58875,,1.5
11/25/2013,16.65570166,101.6799976,137.4381528,164.2710472,11286.48,,1.5
11/26/2013,16.62261673,101.3000032,137.4759417,164.2710472,11232.144,,1.5
11/27/2013,16.72926199,102.1649989,138.7347392,166.4031949,11371.98615,,1.5
11/28/2013,16.80516927,102.3200038,139.2175971,167.2100995,11343.1952,,1.5
11/29/2013,16.71416275,102.4450037,139.2369813,167.6727029,11237.19205,,1.5
12/2/2013,16.8231217,102.9550042,139.4116827,168.3926918,11474.33475,,1.5
12/3/2013,16.81180861,102.5150005,139.3145723,168.038985,11545.2393,,1.5
12/4/2013,16.63035705,102.3550044,139.1401141,167.7148847,11451.4774,,1.5
12/5/2013,16.53726259,101.7850036,139.1207568,166.2786831,11296.0993,,1.5
12/6/2013,16.73080141,102.9099963,141.0437236,168.2510305,11485.7851,,1.5
12/9/2013,16.82156525,103.2750053,141.8842225,169.6928559,11297.25225,,1.5
12/10/2013,16.82736803,102.8399985,141.5227852,169.1331924,11248.6392,,1.5
12/11/2013,16.7000668,102.4399978,141.2229911,167.7430177,11237.668,,1.5
12/12/2013,16.68641225,103.3799987,142.2070535,169.0331305,11234.3046,,1.5
12/13/2013,16.70257721,103.2199995,141.8640942,168.2368775,11233.4326,,1.5
12/16/2013,16.75476883,103.0249994,141.7635384,167.8838244,11381.17175,,1.5
12/17/2013,16.79811189,102.6699948,141.3627368,166.9867246,11133.5348,,1.5
12/18/2013,16.98182096,104.2799951,142.7144284,170.9255619,11432.2164,,1.5
12/19/2013,16.94685466,104.2450024,142.4298533,170.6921567,11497.18105,,1.5
12/20/2013,16.88775553,104.0750048,142.2879909,170.0102006,11632.46275,,1.5
12/23/2013,16.91474966,104.1100026,142.5923285,170.2852278,11614.5116,,1.5
12/24/2013,16.9436961,104.3650037,142.8163382,170.8963514,11678.4435,,1.5
12/26/2013,17.06499202,104.8049946,143.4926101,171.998624,11736.0639,,1.5
12/27/2013,17.1102499,105.1699994,144.5295563,173.3252448,11797.9706,,1.5
12/30/2013,17.32801941,105.1550032,145.158949,173.5207357,11694.28755,,1.5
12/31/2013,17.35493444,105.314995,144.7596989,174.3831197,11668.902,1.75,1.5
1/2/2014,16.98860065,104.7649948,143.2254368,172.3840717,11291.5717,,1.5
1/3/2014,17.0526244,104.854996,142.4907381,172.131853,11207.95095,,1.5
1/6/2014,16.89132124,104.2200034,142.0252805,170.9693965,11123.4006,,1.5
1/7/2014,16.95432505,104.6199982,142.4501425,171.6148962,11230.957,,1.5
1/8/2014,16.90531334,104.854996,142.3487544,172.4583944,11235.21325,,1.5
1/9/2014,16.97202162,104.8300003,142.6533524,172.7712509,11152.8637,,1.5
1/10/2014,16.95130737,104.1500027,142.3690205,171.6738197,11170.0875,,1.5
1/13/2014,16.83841854,102.9999986,140.8252359,168.7336539,10995.25,,1.5
1/14/2014,17.13018081,104.2149964,142.551675,171.3355607,11087.43385,,1.5
1/15/2014,17.03693608,104.5550014,142.2475107,171.1742554,11200.97715,,1.5
1/16/2014,16.88704257,104.3600044,142.1464108,170.6630259,11175.9124,,1.5
1/17/2014,16.94800353,104.3150004,141.2628902,171.3355607,11107.4612,,1.5
1/20/2014,16.8685267,104.1800039,141.1831145,171.1742554,11079.543,,1.5
1/21/2014,16.90902942,104.3199953,141.4827391,171.8656011,11134.0736,,1.5
1/22/2014,16.95346274,104.5149956,141.5828968,173.2351667,11315.83905,,1.5
1/23/2014,16.95791892,103.2650018,141.4227125,171.8065458,11109.2487,,1.5
1/24/2014,16.65126425,102.2949985,139.9188471,168.6198466,11035.5846,,1.5
1/27/2014,16.67945425,102.549998,140.2131239,170.0680272,10941.0595,,1.5
1/28/2014,16.80841766,102.9650008,140.7459536,170.7067258,11059.47065,,1.5
1/29/2014,16.59131445,102.3000007,139.7819402,169.4340901,11033.055,,1.5
1/30/2014,16.43236848,102.7249962,139.256371,169.3480102,11089.16375,,1.5
1/31/2014,16.24708568,102.0349962,137.6083666,167.7008217,10856.524,,1.5
2/3/2014,16.06516029,100.990005,136.5933616,164.6632636,10708.9796,,1.5
2/4/2014,16.17782667,101.6500032,137.4192662,165.9475606,10752.537,,1.5
2/5/2014,16.27895619,101.4400017,137.2872048,165.4533422,10778,,1.5
2/6/2014,16.42683488,102.1049966,138.7539892,166.6388935,10944.63495,,1.5
2/7/2014,16.57055743,102.3400042,139.5478649,167.9684219,11213.3938,,1.5
2/10/2014,16.68432424,102.2549988,139.5478649,167.7148847,11107.96065,,1.5
2/11/2014,16.75238303,102.6349997,139.9776036,168.8333615,11154.3718,,1.5
2/12/2014,16.7661458,102.5350037,139.3922498,170.1693185,11154.78265,,1.5
2/13/2014,16.73500126,102.1699988,139.7819402,170.212766,11108.9441,,1.5
2/14/2014,16.749016,101.799997,139.3922498,170.4884494,11104.344,,1.5
2/17/2014,16.76291373,101.9350016,139.7233478,170.3432416,11129.2633,,1.5
2/18/2014,16.95030172,102.3699985,140.8450704,170.8087796,11307.7902,,1.5
2/19/2014,16.83728448,102.3249979,140.5283867,170.6921567,11303.84275,,1.5
2/20/2014,16.77627164,102.2649958,140.291807,170.2852278,11279.8295,,1.5
2/21/2014,16.86881125,102.5249959,140.8649106,170.3577513,11262.37125,,1.5
2/24/2014,16.99004383,102.4950052,140.7855836,170.7650273,11340.0468,,1.5
2/25/2014,16.93193363,102.2350002,140.5283867,170.53206,11195.75485,,1.5
2/26/2014,16.90759997,102.3749976,140.1345291,170.6921567,11212.11,,1.5
2/27/2014,16.91503578,102.1300029,140.016802,170.4448611,11128.0848,,1.5
2/28/2014,16.9573438,101.8050027,140.5086413,170.4739175,11103.87135,,1.5
3/3/2014,16.77669382,101.4500046,139.3339836,169.0902942,11281.24,,1.5
3/4/2014,17.00492293,102.2100052,140.469167,170.3287345,11171.553,,1.5
3/5/2014,17.06732205,102.3149996,140.5086413,171.1010352,11025.4644,,1.5
3/6/2014,17.23588166,103.0700018,142.8571429,172.5327812,11141.867,,1.5
3/7/2014,17.24836787,103.2799971,143.328078,172.6370306,11257.52,,1.5
3/10/2014,17.34109058,103.2650018,143.307538,171.895144,11160.8812,,1.5
3/11/2014,17.28638352,103.0200004,142.7755568,171.188907,11182.821,,1.5
3/12/2014,17.26757839,102.764995,142.8775539,170.7796089,11100.6753,,1.5
3/13/2014,17.05436933,101.8400045,141.2429379,169.3193363,10936.5976,,1.5
3/14/2014,16.96885367,101.3550049,141.023833,168.7194196,11004.11235,,1.5
3/17/2014,17.0995708,101.7700043,141.6831964,169.305003,10812.0448,,1.5
3/18/2014,17.03533981,101.4450029,141.3627368,168.3076664,10833.31155,,1.5
3/19/2014,16.95691249,102.3450003,141.5828968,169.305003,10833.21825,,1.5
3/20/2014,16.88105608,102.4,141.1034288,169.0045631,10900.48,,1.5
3/21/2014,16.90131323,102.2649958,141.0636197,168.6056314,10934.1738,,1.5
3/24/2014,16.99423046,102.2450038,141.5027593,168.676731,10920.78845,,1.5
3/25/2014,16.96525516,102.2649958,141.4027149,169.0045631,10941.33235,,1.5
3/26/2014,16.86084743,102.0450023,140.6469761,169.247694,10921.87635,,1.5
3/27/2014,17.02808783,102.1749992,140.390285,169.7360604,11017.53025,,1.5
3/28/2014,17.11815809,102.8150028,141.4027149,171.0863986,11111.21705,,1.5
3/31/2014,17.23499048,103.2150028,142.1464108,171.998624,11122.4484,2.04,1.5
4/1/2014,17.32231634,103.6449976,142.9592566,172.3692149,10946.9849,,1.5
4/2/2014,17.39659896,103.8750051,143.000143,172.7115717,10885.06125,,1.5
4/3/2014,17.31541765,103.9249977,142.5923285,172.5030188,11031.63875,,1.5
4/4/2014,17.21259273,103.2850001,141.5227852,171.2328767,11022.5752,,1.5
4/7/2014,17.20770561,103.1049967,141.6831964,171.2475383,10910.5711,,1.5
4/8/2014,17.03838749,101.8149948,140.469167,170.5175207,10962.42105,,1.5
4/9/2014,17.17962153,101.9849952,141.3028119,171.2768691,11012.3403,,1.5
4/10/2014,17.12548701,101.5249968,141.0039481,170.4303366,10909.8765,,1.5
4/11/2014,17.12563365,101.6149976,141.0835214,170.039109,10906.33795,,1.5
4/14/2014,17.0746075,101.8450037,140.7459536,170.386778,11108.23415,,1.5
4/15/2014,17.11903723,101.9300039,140.8054069,170.53206,11083.8682,,1.5
4/16/2014,17.11962337,102.2350002,141.2429379,171.7475311,11204.956,,1.5
4/17/2014,17.10659117,102.3899976,141.4427157,171.9394773,11214.7767,,1.5
4/21/2014,17.10761546,102.6200015,141.5428167,172.3246597,11283.069,,1.5
4/22/2014,17.13047426,102.6200015,141.6631251,172.6370306,11213.2874,,1.5
4/23/2014,17.10337279,102.5399978,141.6831964,172.0874204,11188.1394,,1.5
4/24/2014,17.052479,102.3200038,141.5428167,171.9394773,11288.9656,,1.5
4/25/2014,16.97202162,102.1699988,141.3227812,171.7032967,11195.7886,,1.5
4/28/2014,17.0718383,102.4999954,141.9647927,172.2801275,11082.3,,1.5
4/29/2014,17.0773776,102.6349997,141.7635384,172.7115717,11185.1623,,1.5
4/30/2014,17.188628,102.2599971,141.8037436,172.5476663,11051.2382,,1.5
5/1/2014,17.22237531,102.3400042,141.9446416,172.8907331,11028.1584,,1.5
5/2/2014,17.21140772,102.1850014,141.7434444,172.3543606,11096.26915,,1.5
5/5/2014,17.14192658,102.1399963,141.723356,172.2801275,11002.5208,,1.5
5/6/2014,17.17018226,101.6850018,141.6229996,172.6072322,10886.3961,,1.5
5/7/2014,17.24881414,101.9150033,141.7836382,172.7861771,11020.06895,,1.5
5/8/2014,17.23202054,101.6599959,140.7063459,172.146669,10983.3464,,1.5
5/9/2014,17.22445183,101.8649953,140.1541696,171.6590851,10990.21485,,1.5
5/12/2014,17.25164106,102.1249965,140.4889014,172.2801275,11071.37125,,1.5
5/13/2014,17.26519337,102.2599971,140.1345291,172.0578114,11170.8824,,1.5
5/14/2014,17.1972003,101.8899983,139.7428731,170.8379602,11227.2591,,1.5
5/15/2014,17.06906999,101.5750017,139.275766,170.5466019,11217.943,,1.5
5/16/2014,17.10615223,101.519998,139.0240512,170.7212975,11141.82,,1.5
5/19/2014,17.11332443,101.5100019,139.1594768,170.6630259,11102.1487,,1.5
5/20/2014,17.02113174,101.3249966,138.8503194,170.604794,11114.33925,,1.5
5/21/2014,17.05189745,101.3749998,138.7539892,171.3355607,11207.00625,,1.5
5/22/2014,17.099717,101.7349988,138.9274799,171.6296233,11227.4746,,1.5
5/23/2014,17.10732279,101.9699992,139.0240512,171.6738197,11271.7638,,1.5
5/26/2014,17.11420308,101.9549973,139.1207568,171.718039,11247.6756,,1.5
5/27/2014,17.13062099,101.9899982,139.0627173,171.4530647,11220.9398,,1.5
5/28/2014,17.04375985,101.8450037,138.4083045,170.198281,11183.59945,,1.5
5/29/2014,17.06455521,101.7950022,138.4657989,170.1693185,11194.39615,,1.5
5/30/2014,17.04259797,101.7850036,138.7347392,170.5029838,11136.29685,,1.5
6/2/2014,17.07694015,102.3849971,139.1982183,171.4530647,11142.55955,,1.5
6/3/2014,17.07548217,102.5049966,139.6843135,171.688557,11154.5941,,1.5
6/4/2014,17.10805447,102.744997,139.7233478,171.9542602,11137.558,,1.5
6/5/2014,17.11347087,102.3949985,139.8797035,172.2356183,11139.55205,,1.5
6/6/2014,17.23736716,102.4850052,139.8210291,172.2059583,11130.89585,,1.5
6/9/2014,17.1688557,102.5299995,139.3728223,172.2801275,11277.2747,,1.5
6/10/2014,17.12578029,102.3550044,138.6770212,171.5118772,11209.9196,,1.5
6/11/2014,17.00882758,102.0800025,138.1406272,171.3649216,11223.696,,1.5
6/12/2014,16.97764045,101.7250017,137.8739832,172.2059583,11496.9595,,1.5
6/13/2014,17.0253337,102.07,138.2361073,173.1601732,11575.7587,,1.5
6/16/2014,17.00145362,101.8450037,138.2552191,172.9654934,11502.3743,,1.5
6/17/2014,17.01360238,102.1450042,138.3700014,173.2952084,11588.35025,,1.5
6/18/2014,16.96194587,101.9249962,138.5809313,173.2051615,11645.9505,,1.5
6/19/2014,16.6573663,101.9350016,138.7154945,173.7015807,11728.6411,,1.5
6/20/2014,16.68446343,102.075001,138.8117712,173.6563341,11719.23075,,1.5
6/23/2014,16.68961489,101.9499976,138.7154945,173.596042,11634.534,,1.5
6/24/2014,16.68154104,101.9750008,138.7347392,173.2051615,11672.0585,,1.5
6/25/2014,16.61557378,101.8749992,138.8503194,173.0103806,11613.75,,1.5
6/26/2014,16.58649859,101.7349988,138.4849744,173.2201628,11517.41935,,1.5
6/27/2014,16.53835658,101.3749998,138.3700014,172.6966583,11485.7875,,1.5
6/30/2014,16.51745895,101.3249966,138.7347392,173.3252448,11384.877,2.06,1.5
7/1/2014,16.46876698,101.5249968,138.8888889,174.1250218,11400.24225,,1.5
7/2/2014,16.4845128,101.7899975,139.0433815,174.7335314,11323.1196,,1.5
7/3/2014,16.51350392,102.1900033,139.0820584,175.3002016,11343.09,,1.5
7/4/2014,16.496478,102.120001,138.8310426,175.2387628,11298.5568,,1.5
7/7/2014,16.54300768,101.8450037,138.5617293,174.4287459,11227.3928,,1.5
7/8/2014,16.411199,101.5799956,138.2743363,174.0341107,11066.1252,,1.5
7/9/2014,16.51650412,101.6350023,138.6770212,174.3831197,11005.0378,,1.5
7/10/2014,16.43020858,101.3349974,137.9120121,173.6111111,11012.07445,,1.5
7/11/2014,16.41039106,101.3800049,137.9690949,173.6111111,10813.1908,,1.5
7/14/2014,16.41712635,101.544997,138.3125864,173.4755833,10863.2841,,1.5
7/15/2014,16.37773611,101.6850018,138.0071764,174.3071292,10780.6437,,1.5
7/16/2014,16.40742928,101.6799976,137.532664,174.2463844,10762.828,,1.5
7/17/2014,16.2980589,101.1749958,136.8550705,173.0103806,10915.77075,,1.5
7/18/2014,16.37103309,101.3349974,137.0426203,173.1751667,10867.1654,,1.5
7/21/2014,16.35777731,101.3999994,137.136588,173.1451822,10918.752,,1.5
7/22/2014,16.39035264,101.4650024,136.6306873,173.1451822,10890.23845,,1.5
7/23/2014,16.37693145,101.4849996,136.6493577,172.9654934,10963.42455,,1.5
7/24/2014,16.42211402,101.8149948,137.0801919,172.9505361,10901.33205,,1.5
7/25/2014,16.36246124,101.8400045,136.7801942,172.860847,11038.4376,,1.5
7/28/2014,16.35831248,101.8600044,136.9112815,172.9954156,10957.0802,,1.5
7/29/2014,16.33893486,102.1300029,136.9487812,173.0552912,11001.4436,,1.5
7/30/2014,16.42885893,102.7949959,137.7220768,173.8676867,10948.69545,,1.5
7/31/2014,16.35523572,102.7949959,137.6273053,173.5809755,10898.3259,,1.5
8/1/2014,16.38015053,102.6299963,137.8359752,172.6370306,10759.7292,,1.5
8/4/2014,16.38176055,102.5949968,137.7031121,173.0103806,10814.53895,,1.5
8/5/2014,16.33413098,102.5949968,137.2306848,173.2501733,10732.46295,,1.5
8/6/2014,16.29712926,102.1100011,136.6493577,172.1022287,10679.6849,,1.5
8/7/2014,16.34347446,102.1049966,136.4442625,171.8508335,10765.9512,,1.5
8/8/2014,16.36567463,102.0599994,136.8738024,171.188907,10718.3412,,1.5
8/11/2014,16.52687683,102.1949952,136.7989056,171.556013,10697.7726,,1.5
